id,name,addr,city,phone,type,class
117,beaurivage,' 26025 pacific coast hwy . ',malibu,310/456 -5733,french,114
118,` bistro garden ',' 176 n. canon dr. ',` los angeles ',310/550 -3900,californian,115
122,` ca \ ` del sol ',' 4100 cahuenga blvd. ',` los angeles ',818/985 -4669,italian,119
129,` clearwater cafe ',' 168 w. colorado blvd. ',` los angeles ',818/356 -0959,` health food ',126
132,drago,' 2628 wilshire blvd. ',` santa monica ',310/828 -1585,italian,129
135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132
141,` harry \ 's bar & american grill ',' 2020 ave. of the stars ',` los angeles ',310/277 -2333,italian,138
146,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143
151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148
161,` rj \ 's the rib joint ',' 252 n. beverly dr. ',` los angeles ',310/274 -7427,american,158
162,remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159
163,` restaurant horikawa ',' 111 s. san pedro st. ',` los angeles ',213/680 -9355,asian,160
164,` roscoe \ 's house of chicken \ ` n \ ' waffles ',' 1514 n. gower st. ',` los angeles ',213/466 -9329,american,161
170,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167
175,'20 mott ','20 mott st. between bowery and pell st. ',` new york ',212/964 -0380,asian,172
180,alamo,' 304 e. 48th st. ',` new york ',' 212 / 759-0590 ',mexican,177
182,` ambassador grill ',' 1 united nations plaza at 44th st. ',` new york ',212/702 -5014,american,179
183,` american place ',' 2 park ave. at 32nd st. ',` new york ',212/684 -2122,american,180
194,boonthai,' 1393a 2nd ave. between 72nd and 73rd sts . ',` new york ',212/249 -8484,asian,192
198,` bryant park grill roof restaurant and bp cafe ','25 w. 40th st. between 5th and 6th aves . ',` new york ',212/840 -6500,american,196
206,` cafe centro ',' 200 park ave. between 45th st. and vanderbilt ave. ',` new york ',212/818 -1222,french,204
212,` caffe roma ',' 385 broome st. at mulberry ',` new york ',212/226 -8413,` coffee bar ',210
215,` capsouto freres ',' 451 washington st. near watts st. ',` new york ',212/966 -4900,french,213
223,` coco pazzo ','23 e. 74th st. ',` new york ',212/794 -0205,italian,221
234,'em ily \ 's ',' 1325 5th ave. at 111th st. ',` new york ',212/996 -1212,american,232
236,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234
240,ferrier,'29 e. 65th st. ',` new york ',212/772 -9000,french,238
241,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239
251,` french roast ',' 458 6th ave. at 11th st. ',` new york ',212/533 -2233,french,249
254,` fujiyama mama ',' 467 columbus ave. between 82nd and 83rd sts . ',` new york ',212/769 -1144,asian,252
256,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254
257,` gianni \ 's ','15 fulton st. ',` new york ',212/608 -7300,seafood,255
258,girafe,' 208 e. 58th st. between 2nd and 3rd aves . ',` new york ',212/752 -3054,italian,256
263,` hard rock cafe ',' 221 w. 57th st. ',` new york ',212/489 -6565,american,261
270,indochine,' 430 lafayette st. between 4th st. and astor pl . ',` new york ',212/505 -5111,asian,269
277,` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276
282,` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,french,281
292,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291
293,` le select ',' 507 columbus ave. between 84th and 85th sts . ',` new york ',212/875 -1993,american,292
295,` lincoln tavern ','51 w. 64th st. ',` new york ',212/721 -8271,american,294
298,` mad fish ',' 2182 broadway between 77th and 78th sts . ',` new york ',212/787 -0202,seafood,297
303,marichu,' 342 e. 46th st. between 1st and 2nd aves . ',` new york ',212/370 -1866,french,302
312,` motown cafe ',' 104 w. 57th st. near 6th ave. ',` new york ',212/581 -8030,american,311
315,newsbar,' 2 w. 19th st. ',` new york ',212/255 -3996,` coffee bar ',314
326,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325
327,` penang soho ',' 109 spring st. between greene and mercer sts . ',` new york ',212/274 -8883,asian,326
328,persepolis,' 1423 2nd ave. between 74th and 75th sts . ',` new york ',212/535 -1100,` middle eastern ',327
335,republic,' 37a union sq. w between 16th and 17th sts . ',` new york ',212/627 -7172,asian,335
340,` sal anthony \ 's ','55 irving pl . ',` new york ',212/982 -9030,italian,340
352,` stage deli ',' 834 7th ave. between 53rd and 54th sts . ',` new york ',212/245 -7850,delicatessen,352
363,triangolo,' 345 e. 83rd st. ',` new york ',212/472 -4488,italian,363
374,` water club ',' 500 e. 30th st. ',` new york ',212/683 -3333,american,374
377,` zen palate ','34 union sq. e at 16th st. ',` new york ',212/614 -9291,` and 212/614 -9345 asian ',377
381,` annie \ 's thai castle ',' 3195 roswell rd. ',atlanta,404/264 -9546,asian,381
385,` bertolini \ 's ',' 3500 peachtree rd. . phipps plaza ',atlanta,404/233 -2333,italian,385
389,cassis,' 3300 peachtree rd. . grand hyatt ',atlanta,404/365 -8100,mediterranean,389
391,` coco loco ','40 buckhead crossing mall on the sidney marcus blvd. ',atlanta,404/364 -0212,caribbean,391
408,` mi spia dunwoody rd. ',` park place across from perimeter mall dunwoody ',atlanta,770/393 -1333,italian,408
409,` nickiemoto \ 's : a sushi bar ',' 247 buckhead ave. east village sq. ',atlanta,404/842 -0334,fusion,409
425,` bamboo garden ',' 4850 flamingo rd. ',` las vegas ',702/871 -3262,asian,425
433,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433
437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437
438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438
440,` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440
445,` mary \ 's diner ',' 5111 w. boulder hwy . ',` las vegas ',702/454 -8073,` coffee shops/diners ',445
447,pamplemousse,' 400 e. sahara ave. ',` las vegas ',702/733 -2066,continental,447
448,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448
455,` bardelli \ 's ',' 243 o \ ` farrell st. ',` san francisco ',415/982 -0243,` old san francisco ',455
457,` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,french,457
463,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,french,463
465,carta,' 1772 market st. ',` san francisco ',415/863 -3516,american,465
466,chevys,' 4th and howard sts . ',` san francisco ',415/543 -8060,` mexican/latin american/spanish ',466
467,` cypress club ',' 500 jackson st. ',` san francisco ',415/296 -8555,american,467
468,` des alpes ',' 732 broadway ',` san francisco ',415/788 -9900,french,468
469,faz,' 161 sutter st. ',` san francisco ',415/362 -0404,` greek and middle eastern ',469
470,` fog city diner ',' 1300 battery st. ',` san francisco ',415/982 -2000,american,470
482,` hyde street bistro ',' 1521 hyde st. ',` san francisco ',415/441 -7778,italian,482
491,` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491
495,maykadeh,' 470 green st. ',` san francisco ',415/362 -8286,` greek and middle eastern ',495
500,` one market ',' 1 market st. ',` san francisco ',415/777 -5577,american,500
502,` pacific pan pacific hotel ',' 500 post st. ',` san francisco ',415/929 -2087,french,502
510,sanppo,' 1702 post st. ',` san francisco ',415/346 -3486,asian,510
515,` stars cafe ',' 500 van ness ave. ',` san francisco ',415/861 -4344,american,515
526,` world wrapps ',' 2257 chestnut st. ',` san francisco ',415/563 -9727,american,526
