id,name,addr,city,phone,type,class
291,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290
294,` les halles ',' 411 park ave. s between 28th and 29th sts . ',` new york ',212/679 -4111,french,293
301,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,american,300
317,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316
321,palio,' 151 w. 51st . st. ',` new york ',212/245 -4850,italian,320
322,pamir,' 1065 1st ave. at 58th st. ',` new york ',212/644 -9258,` middle eastern ',321
324,patria,' 250 park ave. s at 20th st. ',` new york ',212/777 -6211,` latin american ',323
325,` peacock alley ',' 301 park ave. between 49th and 50th sts . ',` new york ',212/872 -4895,french,324
336,` roettelle a. g ',' 126 e. 7th st. between 1st ave. and ave. a ',` new york ',212/674 -4140,continental,336
338,` ruth \ 's chris ',' 148 w. 51st st. ',` new york ',212/245 -9600,american,338
345,` sea grill ','19 w. 49th st. ',` new york ',212/332 -7610,seafood,345
348,sfuzzi,'58 w. 65th st. ',` new york ',212/873 -3700,american,348
351,` spring street natural restaurant & bar ','62 spring st. at lafayette st. ',` new york ',212/966 -0290,american,351
353,stingray,' 428 amsterdam ave. between 80th and 81st sts . ',` new york ',212/501 -7515,seafood,353
356,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356
357,tapika,' 950 8th ave. at 56th st. ',` new york ',' 212 / 397-3737 ',american,357
362,` trattoria dell \ ` arte ',' 900 7th ave. between 56th and 57th sts . ',` new york ',212/245 -9800,italian,362
367,` turkish kitchen ',' 386 3rd ave. between 27th and 28th sts . ',` new york ',212/679 -1810,` middle eastern ',367
368,` two two two ',' 222 w. 79th st. ',` new york ',212/799 -0400,american,368
372,` vince & eddie \ 's ','70 w. 68th st. ',` new york ',212/721 -0068,american,372
376,xunta,' 174 1st ave. between 10th and 11th sts . ',` new york ',212/614 -0620,mediterranean,376
378,zoe,'90 prince st. between broadway and mercer st. ',` new york ',212/966 -6722,american,378
386,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386
396,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396
397,` holt bros. bar-b-q ',' 6359 jimmy carter blvd. . at buford hwy . norcross ',atlanta,770/242 -3984,barbecue,397
400,` imperial fez ',' 2285 peachtree rd. . peachtree battle condominium ',atlanta,404/351 -0870,mediterranean,400
406,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406
407,` mckinnon \ 's louisiane ',' 3209 maple dr. ',atlanta,404/237 -1313,southern,407
414,` rib ranch ','25 irby ave. ',atlanta,404/233 -7644,barbecue,414
420,` sundown cafe ',' 2165 cheshire bridge rd. ',atlanta,404/321 -1118,american,420
423,` antonio \ 's ',' 3700 w. flamingo ',` las vegas ',702/252 -7737,italian,423
427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427
429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429
435,` carnival world ',' 3700 w. flamingo rd. ',` las vegas ',702/252 -7777,buffets,435
441,` golden steer ',' 308 w. sahara ave. ',` las vegas ',702/384 -4470,` steak houses ',441
443,` mandarin court ',' 1510 e. flamingo rd. ',` las vegas ',702/737 -1234,asian,443
449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449
452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452
456,betelnut,' 2030 union st. ',` san francisco ',415/929 -8855,asian,456
462,` cafe marimba ',' 2317 chestnut st. ',` san francisco ',415/776 -1506,` mexican/latin american/spanish ',462
484,` izzy \ 's steak & chop house ',' 3345 steiner st. ',` san francisco ',415/563 -0487,` steak houses ',484
499,` north india ',' 3131 webster st. ',` san francisco ',415/931 -1556,asian,499
501,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501
503,` palio d \ ` asti ',' 640 sacramento st. ',` san francisco ',415/395 -9800,italian,503
505,pastis,' 1015 battery st. ',` san francisco ',415/391 -2555,french,505
508,rubicon,' 558 sacramento st. ',` san francisco ',415/434 -4100,american,508
511,` scala \ 's bistro ',' 432 powell st. ',` san francisco ',415/395 -8555,italian,511
514,stars,' 150 redwood alley ',` san francisco ',415/861 -7827,american,514
524,` vivande porta via ',' 2125 fillmore st. ',` san francisco ',415/346 -4430,italian,524
528,` yank sing ',' 427 battery st. ',` san francisco ',415/541 -4949,asian,528
531,zarzuela,' 2000 hyde st. ',` san francisco ',415/346 -0800,` mexican/latin american/spanish ',531
