id,name,addr,city,phone,type,class
308,` milan cafe and coffee bar ',' 120 w. 23rd st. ',` new york ',212/807 -1801,` coffee bar ',307
311,` morton \ 's ',' 551 5th ave. at 45th st. ',` new york ',212/972 -3315,american,310
314,` new york noodletown ','28 1/2 bowery at bayard st. ',` new york ',212/349 -0923,asian,313
323,` parioli romanissimo ','24 e. 81st st. ',` new york ',212/288 -2391,italian,322
330,pomaire,' 371 w. 46th st. off 9th ave. ',` new york ',' 212 / 956-3055 ',` latin american ',329
331,` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330
333,rain,' 100 w. 82nd st. ',` new york ',212/501 -0776,asian,332
346,serendipity,' 3 225 e. 60th st. ',` new york ',212/838 -3531,american,346
347,` seventh regiment mess and bar ',' 643 park ave. at 66th st. ',` new york ',212/744 -4107,american,347
355,' t salon ',' 143 mercer st. at prince st. ',` new york ',212/925 -3700,` coffee bar ',355
365,` trois jean ',' 154 e. 79th st. between lexington and 3rd aves . ',` new york ',212/988 -4858,` coffee bar ',365
366,` tse yang ','34 e. 51st st. ',` new york ',212/688 -5447,asian,366
370,verbena,'54 irving pl . at 17th st. ',` new york ',212/260 -5454,american,370
371,` victor \ 's cafe ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` latin american ',371
373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373
383,` atlanta fish market ',' 265 pharr rd. ',atlanta,404/262 -3165,american,383
384,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,continental,384
395,` fat matt \ 's rib shack ',' 1811 piedmont ave. near cheshire bridge rd. ',atlanta,404/607 -1622,barbecue,395
398,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,southern,398
399,` hsu \ 's gourmet ',' 192 peachtree center ave. at international blvd. ',atlanta,404/659 -2788,asian,399
401,kamogawa,' 3300 peachtree rd. . grand hyatt ',atlanta,404/841 -0314,asian,401
412,pricci,' 500 pharr rd. ',atlanta,404/237 -2941,italian,412
417,` south city kitchen ',' 1144 crescent ave. ',atlanta,404/873 -7358,southern,417
418,` south of france ',' 2345 cheshire bridge rd. ',atlanta,404/325 -6963,french,418
422,tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422
424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424
426,` battista \ 's hole in the wall ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/732 -1424,italian,426
431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431
436,` center stage plaza hotel ',' 1 main st. ',` las vegas ',702/386 -2512,american,436
444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444
450,venetian,' 3713 w. sahara ave. ',` las vegas ',702/876 -4190,italian,450
453,2223,' 2223 market st. ',` san francisco ',415/431 -0692,american,453
454,acquarello,' 1722 sacramento st. ',` san francisco ',415/567 -5432,italian,454
460,` buca giovanni ',' 800 greenwich st. ',` san francisco ',415/776 -7766,italian,460
464,` capp \ 's corner ',' 1600 powell st. ',` san francisco ',415/989 -2589,italian,464
471,` garden court ',` market and new montgomery sts . ',` san francisco ',415/546 -5011,` old san francisco ',471
476,` harris \ '',' 2100 van ness ave. ',` san francisco ',415/673 -1888,` steak houses ',476
477,` harry denton \ 's ',' 161 steuart st. ',` san francisco ',415/882 -1333,american,477
480,` hong kong flower lounge ',' 5322 geary blvd. ',` san francisco ',415/668 -8998,asian,480
481,` hong kong villa ',' 2332 clement st. ',` san francisco ',415/752 -8833,asian,481
485,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` old san francisco ',485
487,` katia \ 's ',' 600 5th ave. ',` san francisco ',415/668 -9292,'',487
488,` kuleto \ 's ',' 221 powell st. ',` san francisco ',415/397 -7720,italian,488
492,` le soleil ',' 133 clement st. ',` san francisco ',415/668 -4848,asian,492
497,millennium,' 246 mcallister st. ',` san francisco ',415/487 -9800,vegetarian,497
498,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498
516,` stoyanof \ 's cafe ',' 1240 9th ave. ',` san francisco ',415/664 -3664,` greek and middle eastern ',516
518,suppenkuche,' 601 hayes st. ',` san francisco ',415/252 -9289,russian/german,518
523,vertigo,' 600 montgomery st. ',` san francisco ',415/433 -7250,mediterranean,523
529,` yaya cuisine ',' 1220 9th ave. ',` san francisco ',415/566 -6966,` greek and middle eastern ',529
