id,name,addr,city,phone,type,class
286,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68
291,'till erman the ',' 2245 e. flamingo rd. ',` las vegas ',702-731-4036,steakhouses,73
299,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,southwestern,81
307,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',89
308,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90
316,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,` american ( new ) ',98
319,fringale,' 570 fourth st. ',` san francisco ',415-543-0573,` french bistro ',101
326,` plumpjack cafe ',' 3127 fillmore st. ',` san francisco ',415-563-4755,` american ( new ) ',108
327,postrio,' 545 post st. ',` san francisco ',415-776-7825,californian,109
329,` rose pistola ',' 532 columbus ave. ',` san francisco ',415-399-0499,italian,111
