id,name,addr,city,phone,type,class
184,` white house restaurant ',' 3172 peachtree rd. ne ',atlanta,404-237-7601,diners,719
192,` dottie \ 's true blue cafe ',' 522 jones st. ',` san francisco ',415-885-2767,diners,727
200,` la mediterranee ',' 288 noe st. ',` san francisco ',415-431-7210,mediterranean,735
201,` la taqueria ',' 2889 mission st. ',` san francisco ',415-285-7117,mexican,736
206,` phnom penh cambodian restaurant ',' 631 larkin st. ',` san francisco ',415-775-5979,cambodian,741
211,` swan oyster depot ',' 1517 polk st. ',` san francisco ',415-673-1101,seafood,746
221,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3
224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6
238,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20
239,valentino,' 3115 pico blvd. ',` santa monica ',310-829-4313,italian,21
240,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22
241,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23
243,aureole,'34 e. 61st st. ',` new york city ',212-319-1660,` american ( new ) ',25
251,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33
252,` four seasons ','99 e. 52nd st. ',` new york city ',212-754-9494,` american ( new ) ',34
253,` gotham bar & grill ','12 e. 12th st. ',` new york city ',212-620-4020,` american ( new ) ',35
255,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37
256,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38
258,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40
276,` second avenue deli ',' 156 second ave. ',` new york city ',212-677-0606,delis,58
280,` smith & wollensky ',' 797 third ave. ',` new york city ',212-753-1530,steakhouses,62
285,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67
296,` buckhead diner ',' 3073 piedmont rd. ',atlanta,404-262-3336,` american ( new ) ',78
300,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,continental,82
301,` heera of india ',' 595 piedmont ave. ',atlanta,404-876-4408,indian,83
310,toulouse,' 293-b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92
317,` chez michel ',' 804 north point st. ',` san francisco ',415-775-7036,californian,99
318,` fleur de lys ',' 777 sutter st. ',` san francisco ',415-673-7779,` french ( new ) ',100
321,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415-668-6654,thai,103
323,` lulu restaurant-bis-cafe ',' 816 folsom st. ',` san francisco ',415-495-5775,mediterranean,105
324,` masa \ 's ',' 648 bush st. ',` san francisco ',415-989-7154,` french ( new ) ',106
