id,title,authors,venue,year
879,efficient multicarrier realization of full-rate space-time orthogonal block coded systems,"b farhang-boroujeny , c schlegel",submitted for,
881,satisfying accountability needs with nontraditional methods .,s vernon,"new directions for adult and continuing education ,",1993.0
892,meta-tag that page,p kruger,"electronic library ,",
896,observations on the biology and control of the pine processionary caterpillar ( thaumetopoea,ds kailidis,"athens , greece ,",
903,mitochondrial disease and retinal pigmentary degeneration,fw newell,"proceedings of the 23rd international congress of & hellip ; ,",
948,output feedback variable structure controllers and state estimators for uncertain/nonlinear dynamic,sh zak,,
949,population bottlenecks and nonequilibrium models in population genetics,"t maruyama , pa fuerst","i. allele ,",
956,decongestants and antihistamines for acute otitis media in children,"ca flynn , g griffin , f tudiver","cochrane database syst rev ,",2001.0
959,"power in top management teams : dimensions , measurement , and validation",s finkelstein,"the academy of management journal ,",1992.0
961,the iliad : the trojan war,"m stephanides , g stephanides",,1991.0
962,a study of transitive closure as a recursive mechanism,"hv jagadish , r agrawal , l ness",proceedings of acm-sigmod 1987 annual conference on,
968,lipoic acid content of escherichia coli and other microorganisms,"aa herbert , jr guest","archives of microbiology ,",1975.0
977,query processing techniques in the summary-table-by-example database query language,"g ã?zsoyoä?lu , v matos , m ã?zsoyoä?lu","acm transactions on database systems ( tods ) ,",1989.0
983,your wish is my command : sanction-based obligations in a qualitative decision theory,"g boella , l van der torre",procs . of aamas 03,
985,work initiatives for welfare recipients : lessons from a multi-state experiment,jm gueron,,1986.0
989,on power-law relationships of the internet topology,"c faloutsous , p faloutsous , c faloutsous","proceedings of acm sigcomm ,",
991,patterns of contact and communication in scientific collaboration,"r kraut , c egido , j galegher","proc acm cscw ,",
1005,modell des langwelligen strahlungsaustauschs und idealer regler fã 1/4 r das gebã $ udemodul type56,c felsmann,"technical university of dresden ,",
1008,naturalistic study of evaluation utilization,mc alkin,"new directions for program evaluation ,",1980.0
1034,a methodology for eliciting product and process expert knowledge in immersive virtual environments,"jm ritchie , jel simmons , rg dewar , id carpenter","& hellip ; international conference on management of engineering and & hellip ; ,",
1049,an aristotelian understanding of object-oriented programming,d rayside,,
1056,endoscopic retrograde cholangiopancreatography in gallstone-associated acute pancreatitis,"k ayub , r imada , j slavin","cochrane database syst rev ,",2004.0
1060,field measurement of the acoustic nonlinearity parameter in turbine blades,"yl hinton , vt directorate , jk na , wt yost , gl",,
1061,practical theism and pantheism : two approaches to god in the thought of william james .,mg bradford,,1977.0
1068,top 20 montana,"m links , ny times , sc statutesâ ? ¦",,
1070,test development for communication protocols : towards automation,"r dssouli , k saleh , e aboulhamid , a en-nouaary , c","computer networks ,",1999.0
1074,physician-patient communication in the urban clinical setting,dm levine,"bulletin-new york academy of medicine ,",1994.0
1079,strategic change : the influence of managerial characteristics and organizational growth,w boeker,"the academy of management journal ,",1997.0
1107,"a novel dna polymerase in the hyperthermophilic archaeon , pyrococcus furiosus : gene cloning ,","t uemori , y sato , i kato , h doi , y ishino","genes to cells ,",1997.0
1113,special issue editorial,k ramamohanarao,"the vldb journal the international journal on very large & hellip ; ,",1994.0
1116,mineral paragenetic sequence of the lead-zinc-copper-cobalt-nickel ores of the southeast missouri,rd hagni,"& hellip ; paragenesis : athens , greece , theophrastus publications sa ,",
1117,electronic replacements for head-per-track drums or disks,av pohm,"ieee computer ,",
1128,the effects of atmospheric turbulence on the interference of the direct and ground reflected waves,"v ostashev , s clifford , r lataitis , p blanc-benon ,","proc . 29th inter-noise , nice ,",
1133,"kosower , e. m",nr intermediates,"acc . chem . res ,",
1143,self-monitoring as a determinant of self-disclosure reciprocity during the acquaintance process,"dr shaffer , je smith , m tomarelli","journal of personality and social psychology ,",
1151,realm-based spatial data types : the rose algebra [ j ],"r cuting , m schnider","vldb journal ,",
1153,duplicate elimination in the advanced information managment prototype,"g saake , v linnemann , p pistor , l wegner , g","int . conf . on vldb , ( amsterdam ,",
1166,hessenberg and schur output normal pair representations,"a mullhaupt , ks riedel",submitted for,
1172,two major smad pathways in tgf-beta superfamily signalling,"k miyazawa , m shinozaki , t hara , t furuya , k","genes to cells ,",2002.0
1173,the case for multi-tier camera sensor networks,"p kulkarni , d ganesan , p shenoy",,
1195,bluetooth-based sensor networks,"p bonnet , a beaufour , mb dydensborg , m leopold","acm sigmod record ,",2003.0
1199,"peter jones , daphne comfort and david hillier","p geographer , t geography","geography ,",2005.0
1230,"department of agricultural and resource economics , 2200 symons hall , university of maryland , college",plj olson,,
1236,kenny lynch,"p geographer , t geography",,
1245,an exact algorithm for the min-interference frequency assignment problem,"v maniezzo , r montemanni","submitted for publication ,",1999.0
1262,"interactive voice , facsimile and touchtone dialogues",ba cross,"bt technology journal ,",1994.0
1268,"andez , and d. suciu . storing semistructured data with stored","a deutsch , m fern","& hellip ; of the acm sigmod international conference on management of & hellip ; ,",
1276,configurable processors for embedded computing,"n dutt , k choi",,
1282,role of protege personality in receipt of mentoring and career success,"db turban , tw dougherty","the academy of management journal ,",1994.0
1284,schemasql { a language for querying and restructuring multidatabase systems . in proc . ieee int . conf .,"lvs lakshmanan , f sadri , in subramanian","bombay , india , september ,",
1288,extending database relations to capture more meaning,e codd,"acm-tods , dec ,",
1300,maintenance of association rules : when to update,"sd lee , d cheung","proc . of sigmod workshop on research issues in data mining & hellip ; ,",
1309,modification of the k-sads-p,cg last,"unpublished manuscript ,",
1331,techniques for application software maintenance,n gorla,"information and software technology ,",1991.0
1332,bearing capacities of the steel pipe piles subjected the plastic loading histories by the strong,"t matsuda , h akiyama , m kobayashi","proceedings of the 25 thjsce earthquake engineering & hellip ; ,",
1355,numerical modelling of 1d arterial networks coupled with a lumped parameter description of the heart,"l formaggia , d lamponi , m tuveri , a veneziani",,
1359,"alcohol , drug abuse and mental health services administration : rockville","sw gust , jm walsh","md ,",
1368,"bergey 's manual of systematic bacteriology , vol 1 . williams & wilkens , baltimore","nr krieg , jg holt","md ,",
1374,software-assisted cache replacement and prefetch pollution control,"p jain , s devadas",,
1375,"the past , present and future of web services",u ogbuji,,
1377,new data on the winter ecology of the polar bear ( ursus maritimus ) on wrangel island,"sm uspenski , aa kistchinski","international conference on bear research and management ,",
1380,urban renewal in birmingham : an interim report,"mb steadman , pa wood","geography ,",
1387,pz nets a formal method integrating petri nets with z.,x he,"information & software technology ,",2001.0
1397,cantecleer kunstgeschiedenis,f baumgart,,
1398,web modelling ( webml ) : a modelling language for designing web sites,"s ceri , p fraternali , a bongio","computer networks ,",
1402,hashing and trie algorithms for partial match retrieval,wa burkhard,"acm transactions on database systems ,",1976.0
1412,summary cache : a scalable wide-area web cache sharing protocol,"j almeida , a broder , p cao , l fan","proc . of acm sigcomm ,",
1414,active cabin noise control,"cf ross , mrj purver","proc . active97 ,",
1432,the multivariate least trimmed squares estimator,"j agullo , c croux , s van aelst",submitted for,
1440,"temporal coalescing with now , granularity , and incomplete information",ce dyreson,"sigmod conference ,",2003.0
1462,maps and cognitive maps : the young childâ ?? s perception,sj catling,"geography ,",
1467,maintenance of implication integrity constraints under updates to constraints,"ns ishakbeyoglu , zm ozsoyoglu","the vldb journal the international journal on very large & hellip ; ,",1998.0
1485,further observations on the usefulness of the sonographic murphy sign in the evaluation of suspected,r bree,"journal of emergency medicine ,",1996.0
1489,defective e-cadherin/catenin complexes in human cancer,"e van aken , o de wever , as correia da rocha , m","virchows archiv ,",2001.0
1498,scanning electrochemical microscopy of a porous membrane,"aj bard , g denuault , c leeâ ? ¦","acc . chem . res ,",
1502,case study : factors for early prediction of software development success,"jd procaccino , jm verner , sp overmyer , me darter","information & software technology ,",
1506,java and relational databases,"g clossman , p shaw , m hapner , j klein , r","proceedings of 1998 acm sigmod conference on management of & hellip ; ,",
1547,commit processing in distributed secure and real-time transaction processing systems,pk nagaraj,,1998.0
1549,safety considerations in retailing hydrogen,"jl alcock , rf cracknell , jj rowson , lc shirvill , a","world hydrogen energy conference , montreal , canada , june ,",
1550,acrophile : an automated acronym extractor and server,"ls larkey , p ogilvie , ma price , b tamilio",,
1556,a very elementary presentation of the hannenhalli-pevzner theory,a bergeron,"lecture notes in computer science ,",2001.0
1557,spire : a progressive content-based spatial image retrieval engine,"cs li , ld bergman , yc chang , v castelli , jr smith","sigmod record ,",2000.0
1566,"query caching and optimization in distributed mediator systems , proceedings of acm sigmod","s adali , ks candan , y papakonstantinou , vs","montreal , canada , june",
1573,smoothed analysis of algorithms : why the simplex algorithm usually takes polynomial time,"da spielman , sh teng","journal-acm ,",2004.0
1602,space-bounded quantum computation,jh watrous,,1998.0
1649,strrversion2 . 0 [ computerprogrammanual ],"s fowler , r andingham","& hellip ; manuscript , university of california , santa barbara ,",
1662,leadership through professional associations .,"e shelton , wf spikes","new directions for adult and continuing education ,",1991.0
1685,recent experiences with data mining in aviation safety ( 1998 ),"e harris jr , e bloedorn , nj rothleder","sigmod98 dmkd workshop ,",
1694,sleepers and workoholics-caching in mobile wireless environments,"d barbara , t imielinski",proc . acm,
1696,telephone line characteristic adaptation using vectorfield smoothingtechnique,"j takahashi , s sagayama",proc . int . conf . on,
1700,a desk-supported computer-based interacting with paper documents,"w newman , p wellner",proc . acm,
1717,sidebar : the state of web services security standards,m hall,"computerworld ,",
1722,the viterbi algorithm,gd fomey,"proc . ieee ,",
1737,chair-free berge-graphs are perfect,a sassano,,
1747,port phillip and westernport regional catchment strategy,p phillip,,1997.0
1748,synthesizing independent database schemas proc,"j biskup , u dayal , pa bernstein","acmsigmod int conf management of data , boston , mass , may ,",
1751,symbolic computation in nonlinear plasma interactions,j kulp,"proc . acm annual conf ,",
1753,an overview and classification of mediated query systems .,acms anthology,"sigmod record ,",1999.0
1760,an approach to certifying off-the-shelf software components,j voas,"ieee computer ,",
1761,getting to '' aha ! '',k melymuka,"computerworld ,",
1766,dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos","sigmod conference ,",1999.0
1767,erp user interfaces drive workers nuts,c stedman,"computerworld ,",
1793,contextualizing ontologies,"p bouquet , f giunchiglia , f van harmelen , l","journal of web semantics ,",2004.0
1799,empirical evaluation of reuse sensitiveness of complexity metrics,"m oshige , n aoyagi , pv harris , kc burtis , k","information and software technology ,",1999.0
1803,developing power tools for video indexing and retrieval,"h zhang , sw smoliar","proc . spie ,",1994.0
1808,current market outlook,bc airplanes,"seattle , washington , february ,",
1812,hiv/aids community-based research,"t trussler , r marchand","new directions for adult and continuing education ,",2005.0
1823,optimal aggregation algorithms for middleware,"r fagin , a lotem , m naor",,
1824,streaming video : a welcome reception,j ozer,"pc magazine ,",
1846,nephrotic syndrome associated with inhaled allergens,"hj wittig , as goldman","lancet i ,",1970.0
1848,a structural approach for the definition of semantics of active database,"p fraernali , l tanca","acm tods ,",
1849,easier said than done : gender differences in perceived barriers to gaining a mentor,"br ragins , jl cotton","the academy of management journal ,",1991.0
1886,developing multimedia applications with the omg streaming framework,"lf faina , ej oliveira , rcm prado , e cardozo",,
1895,"grammars have exceptions , 1998","v crescenzi , g mecca",submitted for,
1901,"in atlas of protein sequence and structure , v. 5 , suppl . 3 ( dayhoff , mo , ed . ) . national biochemical",mo dayhoff,"md ,",
1930,"gibbs , 1989 , concurrency control in groupware systems","ca ellis , j simon","proceedings of acm sigmod conference on management of data ,",
1935,exchange functions : interaction primitives for specifying distributed systems,p zave,"submitted for publication , february ,",
1944,cognitive apprenticeship approach to helping adults learn in,"bl brandt , ja farmer jr , a buckmaster","new directions for adult and continuing education ,",1993.0
1946,graphical user interfaces for the management of scientific experiments and data,"y ioannidis , m livny , e haber","acm-sigmod record ,",1992.0
1968,"goldsack , and levy",cc dilworth,"phil . mag ,",
1970,experience with pvm in an industrial environment,"a blaszczyk , c trinitis","lecture notes in computer science ,",1996.0
1988,experimentell-morphologische untersuchungen ã 1/4 ber das verhalten der â ?? neurosekretorischen bahn â ??,w hild,"virchows archiv ,",1951.0
1989,footprint and feature management using aspect-oriented programming techniques,"f hunleth , rk cytron",,
2011,matching : a well-solved class of integer linear programs,"j edmonds , el johnson","lecture notes in computer science ,",2002.0
2022,understanding multicultural perspectives : a project approach .,f miller,"social studies and the young learner ,",1999.0
2028,workload evolution on the cornell theory center ibm sp2,s hotovy,"lecture notes in computer science ,",1996.0
2034,spatial data integrity constraints in object oriented geographic data modeling,ahf laender,"proc . of acm-gis ,",
2037,interactive term suggestion for users of digital libraries : using subject thesauri and co-occurence,b schatzâ ? ¦,,
2044,the consolidation of local government : summary of findings .,e bridges,"the municipal partnership demonstration project , march ,",
2052,the vagabond approach to logging and recovery in transaction-time temporal object database systems,k nã ¸ rvã ¥ g,,
2065,"automated selection of materialized views and indexes for sql databases , materialized view selection","s agrawal , s chaudhuri , v narasayya","proc . of vldb , roma , italy ,",
2068,reworking welfare : technical assistance for states and localities,a brown,"manpower demonstration research corporation , march , new york ,",
2069,microsoft ( r ) project 2002 step by step,c chatfield,,2002.0
2077,rapid induction of conditioned opiate withdrawal in the rat,"ha baldwin , gf koob","neuropsychopharmacology-san diego - ,",1993.0
2085,"talking about money : public participation and expert knowledge in the euro referendum , cardiff",r evans,"isbn ,",
2091,database compression,"ma roth , sj van horn","sigmod record ,",1993.0
2107,user-interface architecture of web-based applications,p hejda,,2001.0
2125,multimedia abstractions for a digital video library,"mg christel , db winkler , cr taylor",,
2126,experiences with an object manager for a process-centered environment,d heimbigner,,
2130,biosynthetic origin and functional significance of murine platelet factor v,"tl yang , sw pipe , a yang , d ginsburg","blood-new york - ,",2003.0
2133,source acm sigmod record archive,j melton,"acm sigmod record ,",2002.0
2168,monitoring xml data on the web,"b nguyen , s abiteboul , g cobena , m preda",,
2172,early ( < 96 hours ) corticosteroids for preventing chronic lung disease in preterm infants ( cochrane,"h halliday , ra ehrenkrantz","cochrane database syst rev ,",
2177,bigsur : a system for the management of earth science data,"p brown , m stonebraker","& hellip ; international conference on very large data bases table of & hellip ; ,",1995.0
2185,efficient wavelength routing on directed fiber trees,"c kaklamanis , p persiano","lecture notes in computer science ,",1996.0
2190,single-service quality differentiation,"g karlsson , h lundqvist , im ivars",,
2195,what can hierarchies do for data warehouses ?,"hv jagadish , lvs lakshmanan , d srivastava","proceedings of the international conference on very large & hellip ; ,",1999.0
2198,a dbms for large design automation databases,mn haynie,,
2218,â ?? b-blogs cause a stir,k goodwin,,2002.0
2219,incremental maintenance of recursive views using relational calculus/sql,j su,"sigmod record ,",2000.0
2220,ermitteln unauthorisierter verteiler von maschinenlesbaren daten,g caronni,,
2236,"developing services for open eprint archives : globalisation , integration and the impact of links",s hitchcock,,
2237,understanding semantic relations,v storey,"vldb journal ,",
2239,a survey of terminal protocols,"fn magnee , a endrizzi , j day","computer networks ,",
2243,acute pancreatitis secondary to ifosfamide,"r gerson , a serrano , a villalobos , gl sternbach , j","journal of emergency medicine ,",1997.0
2247,assessment to improve student learning,"df brakke , dt brown","new directions for higher education ,",2002.0
2257,comparing hybrid p2p systems,"b yang , hg molina",proc .,
2268,"video parsing , retrieval and browsing : an integrated and content-based solution","hj zhang , cy low , sw smoliar",,
2287,"the pegasus heteroge-neous multidatabase system . ieee com-puter , 24 : 19-27 , 1991 . s. abiteboul and a",r ahmedâ ? ¦,proc . acm sigmod,
2303,"social capital , development , and access to resources in highland ecuador [ * ] .","a bebbington , t perreault","economic geography ,",1999.0
2304,exporting a brs/search structured database to an access database on a web accessible windows nt,"j meyer , c cooper , s normann","proceedings of the second acm international conference on & hellip ; ,",1997.0
2325,congressional samples for approximate answering of group-by queries,"s acharya , pb gibbons , v poosala","sigmod conference ,",2000.0
2326,dynamic resource allocation for multi-user query execution,dl davison,,1995.0
2330,machine learning applications to power systems,n hatziargyriou,,
2332,principles of an icons-based language,"c frasson , m er-radi","acm sigmod record ,",1986.0
2335,mediametro : browsing multimedia document collections with a 3d city metaphor,"p chiu , a girgensohn , s lertsithichai , w polak , f","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
2336,predicalc : a logical spreadsheet management system,"m kassoff , lm zen , a garg , m genesereth","proceedings of the 31st international conference on very & hellip ; ,",2005.0
2342,mining access patterns efficiently from web logs,"j pei , j han , b mortazavi-asl , h zhu","lecture notes in computer science ,",2000.0
2348,"lausen . f-logic : ahigherorderlanguage forreasoningabout objects , inheritance and scheme",m kiferandg,"acm sigmod international conf . on management of data ,",
2350,andj . meredith . thesequoia2000storagebenchmark,"m stonebraker , j frew , k gardels",proceedings of the 1993 acm sigmod international conference,
2351,an amateurâ ?? s introduction to recursive query processing,"f bancilhon , r ramakrishnan","proc . of sigmod ,",
2355,the role of visual rhetoric in the design and production of electronic books : the visual book,m landoni,"electronic library ,",2000.0
2357,personal interview with author,d byrd,,2004.0
2359,mining the link structure of the www,"s chakrabarti , b dom , d gibson , j kleinberg , sr","ieee computer ,",
2368,source acm sigmod record archive,"t sellis , s mehrotra","acm sigmod record ,",2001.0
2371,implementing the beam and warming method on the hypercube,"jl bruno , pr cappello",,
2390,"edith penrose , economics and strategic management",nj foss,,
2397,"languages for relational databases over interpreted structures , in â ?? pods 1997","m benedikt , l libkin","proceedings of the sixteenth acm-sigmod-sigart symposium on & hellip ; ,",
2408,routine anticonvulsants for treating cerebral malaria,"m meremikwu , ag marson","cochrane database syst rev ,",2002.0
2418,empirical bayes screening for link analysis,"a goldenberg , a moore",,
2434,us army corps of engineers,we station,,
2438,recruitment and retention of women graduate students in computer science and engineering : results of,"j cuny , w aspray",,
2445,effect of repetitive doses of soluble human complement receptor type 1 on survival of discordant,"w xia , dt fearon , rl kirkman","transplantation proceedings ,",1993.0
2471,the definition and measurement of oviposition preference in plant-feeding insects,mc singer,"insect-plant interactions ,",1986.0
2475,improving semantic specification in a relational database,e sciore,,
2483,nutrient potential of indigenous fruits and vegetables in sarawak,"cy sim , bh voon","proc . 29th annual research officersâ ?? conference , & hellip ; ,",
2486,the semantic integration workshop at iswc 2003,"a doan , a halevy , n noy","sigmod record ,",2004.0
2505,analysis and simulation of dynamics in probabilistic p systems,"d besozzi , g mauri , d pescini , c zandron",,2005.0
2508,"integrative modeling of the technology management system ' , innovation in technology management-the","ga geistauts , tg eschenbach","& hellip ; of the portland international conference on management of & hellip ; ,",
2517,chip-secured data access : reconciling access rights with data encryption,"l bouganim , fd ngoc , p pucheral , l wu","proceedings of the international conference on very large & hellip ; ,",2003.0
2538,"areference information for the software verification and validation process , @ nist sp 500-234 , nist ,","dr wallace , l ippolito , b cuthill","md ,",
2544,asequential sampling algorithm for a general class of utility criteria,"t scheffer , s wrobel","knowledge discovery and data mining ,",
2566,a psychologically based system of response classification,"he adams , ja doster , ks calhoun","see ref ,",
2582,"s. dar , and hv jagadish.â ?? direct transitive closure algorithms : design and performance evaluation ,",ur agrawal,acm trans . database syst . . to appear . ( preliminary version,
2604,the mitdice project,"d sriram , r logcher","ieee computer ,",
2616,hyperqueries : dynamic distributed query processing on the internet,"a kemper , c wiesner","proceedings of the international conference on very large & hellip ; ,",2001.0
2629,materialized views and data warehouses .,acms anthology,"sigmod record ,",1998.0
2647,new materials and methods for permanent teaching displays .,cc gilson,"j audiov media med ,",1978.0
2656,report on the first ieee international workshop on networking meets databases ( netdbâ ?? 05 ),"c shahabi , r govindan , k aberer","sigmod record ,",2005.0
