id,title,authors,venue,year
2495,responsibility sharing between sophisticated users and professionals in structured prototyping,"n pliskin , p shoval","information and software technology ,",1989.0
2498,"trade credit , quality guarantees , and product marketability","ms long , ib malitz , sa ravid","financial management ,",1993.0
2501,optimal on-line algorithms for single-machine scheduling,"ja hoogeveen , apa vestjens","lecture notes in computer science ,",1996.0
2511,metrics and measurement : software sizing through function point analysis,c jones,"application development trends ,",1996.0
2516,the throughflow within ombai strait,"r molcard , m fieux , f syamsudin","deep-sea research i ,",2001.0
2519,solving the state assignmentproblemfor signal transition graphs,"l lavagno , c moon , r brayton , a sangiovanni -","proc . of 29th acmieee design automation conference ,",
2530,union responses to nafta in the us and canada : explaining intra-and international variation,"m dreiling , i robertson","mobilization-san diego - ,",1998.0
2536,factors in navelina orange splitting,"v de cicco , f intrigliolo , a ippolito , s vanadia ,","proc . int . soc . citricult ,",
2543,dysregulation of cyclin d1 by translocation into an igh gamma switch region in two multiple myeloma,"m chesi , pl bergsagel , la brents , cm smith , ds",,
2560,shmueli 0 . ( 1992 ) composite evlent specification in active databases : model and implementation,"n gehani , h jagadish","& hellip ; of the 18th vldb conference , vancouver , british columbia ,",
