id,title,authors,venue,year
821,the colorado wind-profiling network - a summary of performance,"rg strauch , kb earnshaw , da merritt , kp moran , k","conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0
833,homoplasy : academic press,"mj sanderson , l hufford","san diego , calif ,",
841,"266-275 , v. ( 1997 ) . â ?? do n't scrap it , wrap it ! a wrapper architecture for legacy data sources.â ??","m tork roth , pm schwarz",proceedings of the 23rd international conference on very,
848,"volunteering computing , a preliminary concept and project proposal",lfg sarmenta,,1996.0
850,use of mls elevation data for flare-out guidance ( microwave landing system elevation data or,ll sanders,"national aerospace meeting , washington , d. c , proceedings ,",1973.0
874,a complete mechanization of ! - order type theory . '',"t pietrzykowski , dc jensen",proceedings of acm annual conference,1972.0
875,a case of nocardia epidural abscess,"al harvey , j myslinski , l ortiz","journal of emergency medicine ,",1998.0
876,analysis-by-synthesis multimode harmonic speech coding at low bit rate,c li,,2000.0
888,generating a three-dimensional campus model,t drury,,
891,loading data in description reasoners . acm sigmod intern,"a borgida , rj brachman","conference on management of data ( washington , dc , usa , 1993 )",
897,powder metallurgy alloys,p ramakrishnan,"bombay , india , 11 oct. 1980 ,",1980.0
899,a generalized model for a relational temporal database,"sk gadia , cs yeung","proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0
901,histochemistry of nucleotidyl cyclases and cyclic nucleotide phosphodiesterases,"g poeggel , h luppa","the histochemical journal ,",1988.0
931,defining knowledge management : four basic functions,c frappaolo,"computerworld ,",
935,the quasi-cylindrical shock tube,w chester,,1954.0
946,the cortex of the rat : a stereotaxic atlas,kj zilles,,1985.0
947,the utilisation of un-cultivated rural land in southern norway during the last 2000/2500 yearsâ ??,d moe,"proceedings , ve congrs international de la socit dâ ?? & hellip ; ,",
953,data integration in data warehousing,"d calvanese , g de giacomo , m lenzerini , d nardi , r","international journal of cooperative information systems ,",2001.0
984,the across-breed epd tables adjusted to a 1994 base,"ld van vleck , lv cundiff","proc . bif 28th res . symp. , birmingham , al ,",
998,co-operating mobile agents for distributed parallel processing,"rg hercock , jc collis , dt ndumu","agents . washington . seattle ,",
1000,monomial realization of crystal graphs for uq ( a ( 1 ) n ),ja kim,,
1014,hierarchical test generation based on alternative graph models,j raik,,1997.0
1017,reduction of the cost of erythropoietin therapy by coadministration of l-carnitine in hemodialysis,"d karvadias , c fortounas , j tsouchnikas , t","edta 32nd congress , athens , greece ,",
1018,mining insurance data at swiss life,"ju kietz , u reimer , m staudt","proceedings of the international conference on very large & hellip ; ,",1997.0
1029,model for delay faults based on paths,gl smith,"proc . int . test conf ,",
1044,policy for older adult education,"da peterson , h masunaga","new directions for adult and continuing education ,",1998.0
1058,"seven lightnings over californiaâ ?? don daniel , a palero in los angelesâ ?? a video documentary","d erwan , p gã © rard","santa barbara , university of california ,",
1059,transmission of blood-bourne pathogens during sports : risk and prevention .,"e mast , r goodman , w bond","journal of emergency medicine ,",1995.0
1064,algorithms for cochannel source separation and signal estimation,a mathur,,1996.0
1072,the canvass news video composition,"g ahanger , tdc little","online demonstration , http://hulk . bu . edu/projects/fap / demo & hellip ; ,",
1076,eigenstructure assignment in descriptor linear systems by output feedback,gr duan,"iee proceedings part d : control theory and applications ,",
1077,"perception , imagery , and science",rn shepard,,1999.0
1085,converging on ooad agreement,v ohnjec,"application development trends ,",1997.0
1089,anticoagulants for preventing recurrence following presumed non-cardioembolic ischaemic stroke or,"p sandercock , o mielke , m liu , c counsell","cochrane database syst rev ,",2003.0
1090,fluid-rock interaction and carbon recycling in subduction zones : evidence from stable isotope,"ge bebout , md barton","proc 28th int geol conf , abstract ,",
1105,a novel approach for privacy-preserving video sharing,"j fan , h luo , ms hacid , e bertino","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
1112,"swarni ( 1993 ) , mining association rules between set of items in large databases",i agrawal,"proc . of the acm sigmod conference of management of data ,",
1120,voltage collapse and transient energy function analyses of ac/dc systems,ca canizares,,1991.0
1184,ramakrishnan r. livny m ( 1996 ) birch : an efficient data clustering method for very large database,t zhang,proceedings of the 1996 acm sigmod international conference,
1189,high-end computing on shv workstations connected with high performance network,"lp huse , h bugge",,
1191,shape & texture,d ebert,"proceedings of acm siggraph 2005 ,",2005.0
1196,on the possibility of causal analysis of geophysical processes,sm korotaev,"geomagnetizm i aeronomiia ,",1992.0
1198,"detailed data cited in a copper bullet for software quality improvement ieee computer , february 2004",m blaha,"ieee computer ,",2004.0
1208,the usenet cookbook - an experiment in electronic publishing,bk reid,,
1216,a new statistical approach to timing analysis of vlsi circuits,"rb lin , mc wu",,
1218,where angels fear to tread and why,ra berk,"new directions for program evaluation ,",1982.0
1220,the distributed sediment budget model and watershed management in the paleozoic plateau of the upper,sw trimble,"physical geography ,",
1223,transputer control of a puma 560 robot via the virtual bus,rw daniel,,
1234,on methods for efficient pyramid construction,"c knudsen , hi christensen",procs . of 7th scandinavian conference on image,
1246,e cient fair queueing using de cit round robin,"m shreedhar , g varghese","proceedings of acm sigcomm ,",1995.0
1260,evaluation of probabilistic queries over imprecise data in constantly-evolving environments,"r cheng , dv kalashnikov , s prabhakar",,
1264,motivated inference : self-serving generation and evaluation of causal theories,z kunda,"journal of personality and social psychology ,",
1265,virtual try-on in a department store,"b spanlang , t vassilev , bf buxton","eurasia tex , athens , greece , november ,",
1281,enterprise integration technologiesâ ?? what is it and what can it do for me ?,"s vodicka , nc cary",,
1287,method to estimate parameter values in software prediction models,"y miyazaki , a takanou , h nozaki , n nakagawa , k","information and software technology ,",1991.0
1293,data reliability ( error detection codes for digital transmission ),sg powers,"& hellip ; telemetering conference , washington , d. c , proceedings ,",1973.0
1316,edwards user wins arbitration case against erp vendor,mjd songini,,
1327,lipschitz maps on trees,s todorcevic,,
1333,prowgen : a synthetic workload generation tool for simulation evaluation of web proxy caches,"m busari , c williamson","computer networks ,",2002.0
1337,stratego : a language for program transformation based on rewriting strategies ( system description of,e visser,"lecture notes in computer science ,",2001.0
1340,billboard clouds for extreme model simplification,"x dã © coret , f durand , fx sillion , j dorsey","acm transactions on graphics ( tog ) ,",2003.0
1361,encapsulation of parallelism in the volcano processing systems,g graefe,proc . 1990 acm sigmod int . conf . on management of,
1366,comic d1 . 1 issues of supporting organisational context in cscw systems,"b liam , s kjel",,1993.0
1369,adaptive rate control in high-speed networks : performance issues,"m abdelaziz , i stavrakakis","computer networks ,",2001.0
1385,global functioning within a system of care for youths with serious emotional disturbance : a closer,mp bates,,1999.0
1388,"the virtual microscope , university of maryland at college park , college park","r ferreira , b moon , j humphries , a sussman , j","md ,",
1425,tornadoâ ?? a global-scale peer-to-peer storage infrastructure,"hc hsiao , ct king",submitted for,
1429,an approximation algorithm for finding a long path in hamiltonian graphs,s vishwanathan,,
1431,current results and new developments of coronary angiography with use of contrast-enhanced computed,"tc gerber , rs kuzo , n karstaedt , ge lane , rl morin","mayo clinic proceedings ,",2002.0
1447,"under-ice hydrodynamics at tioga lake , pa","ks lee , ra bank","water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,",1988.0
1453,generalized adaptive estimation for econometric and financial models,d steigerwald,,
1454,azh ( astron . rep. ),"vg kornilov , aa tokovinin",,2000.0
1460,spline smoothing on surfaces ( preprint ),"t duchamp , w stuetzle","proceedings of acm siggraph ,",
1476,community on-line : new professional environments for higher education,t di petta,"new directions for teaching and learning ,",1998.0
1486,adding relevance to xml .,"a theobald , g weikum","webdb ( informal proceedings ) ,",2000.0
1515,relationships as natural categories,"c sedikides , n olsen , ht reis","journal of personality and social psychology ,",1993.0
1538,arbitrary rectilinear block packing based on sequence pair,"mz kang , wwm dai","proceedings of the 1998 ieee/acm international conference on & hellip ; ,",1998.0
1542,carbon dioxide disposal from power stations,ieaggrd programme,,
1551,optimization of loops for dynamic datafiow machines . master 's thesis,bs ang,,1992.0
1576,whitesâ ?? opposition to busing : symbolic racism or realistic group conflict,l bobo,"journal of personality and social psychology ,",
1591,meeting the market for quality evaluation in education,a ginsburg,"new directions for program evaluation ,",1992.0
1592,surface reconstruction from unorganized point clouds,"h hoppe , t derose , t duchamp , j mcdonald , w","proc . of acm siggraph ,",
1596,keynote address,t bailey,"women in aviation international conference , reno , nv , march ,",
1604,wavelet packet modelling of infant sleep state using heart rate data,"gp nason , t sapatinas , a sawczenko","submitted for publication ,",1999.0
1605,infoharness : a system for search and retrieval of heterogeneous information,"l shklar , a sheth , v kashyap , s thatte","sigmod conference ,",1995.0
1617,an efficient implementation of a relational data base,ms furman,"vldb ,",1985.0
1618,measuring the conditions of the worldâ ?? s poor : the physical quality of life index,md morris,,
1619,a semantics for model management operators,"s melnik , pa bernstein , a halevy , e rahm",,
1628,"a case of withdrawal from the ghb precursors gamma-butyrolactone and 1 , 4-butanediol","ab schneir , bt ly , rf clark","journal of emergency medicine ,",2001.0
1630,applications of a web query language,"go arocena , ao mendelzon , ga mihaila","www6 / computer networks ,",1997.0
1632,recognizing problems in state universities .,cj ping,"new directions for higher education ,",1986.0
1636,securing the aes finalists against power analysis attacks,ts messerges,"lecture notes in computer science ,",2001.0
1641,"evaluating cavern tests and subsurface subsidence using simple numerical models , 7th symp . on salt",ll van sambeek,vol .,
1642,advances in mixed-method evaluation : the challenges and benefits of integrating diverse paradigms,"v caracelli , j greene , j greene , v caracelli",new directions for program evaluation,
1656,supporting the construction and use of spatio-temporal domains in scientific databases,"tr smith , j su , mf worboys",,1993.0
1659,wcspi a. towards a taxonomy of intrusiondetcction systems,"h dcbar , m dacier","computer networks ,",
1666,the parlay apiâ ?? allowing third party application providers safe and secure access to network,rm stretch,"bt technology journal ,",2003.0
1669,variations in decision makers ' use of information sources : the impact of quality and accessibility,ca o'reilly iii,"the academy of management journal ,",1982.0
1674,adaptive locking strategies in a multi-node data sharing model environment,a joshi,"proc . very large databases conf . ( sept. 1991 ) barcelona ,",
1675,the chain of reasoning in the conjunction task,"r hertwig , g gigerenzer","unpublished manuscript ,",
1679,digital apparition,v flusser,"electronic culture ,",
1688,automatic generation of data conversion programs using a data description language,"ja ramirez , na rin , ns prywes","proceedings of the 1974 acm sigfidet ( now sigmod ) workshop & hellip ; ,",1974.0
1693,"vendors struggle with costs , benefits of shrinking cycle times",d sims,,
1698,exploiting early sorting and early partitioning for decision support query processing,"j claussen , a kemper , d kossmann , c wiesner","the vldb journal the international journal on very large & hellip ; ,",2000.0
1705,housing and demographics,"w village , m temple",,
1716,"heparin , low molecular weight heparin and physical methods for preventing deep vein thrombosis and","hhg handoll , mj farrar , j mcbirnie , g tytherleigh -","cochrane database syst rev ,",2000.0
1718,aromatherapy and massage for symptom relief in patients with cancer,"d fellowes , k barnes , s wilkinson","cochrane database syst rev ,",2004.0
1725,"e. coquet , and e. lantz , ''","pt dinda , t sylvestre , s wabnitz , h maillotte",demonstration of stimulated raman scattering suppression in,
1742,on a dynamical illustration of the pressure of radiation,el nicolai,"phil . mag ,",
1744,rough set-based dimensionality reduction for supervised and unsupervised learning,"q shen , a chouchoulas",,
1752,a next step : discussion to consider unifying the ers and joint committee standards,dl stufflebeam,"new directions for program evaluation ,",1982.0
1754,effective training of program evaluators : a mixture of art and science,ed brown,"new directions for program evaluation ,",1980.0
1768,philly sound park : using animation as an architectural design/presentation tool,c janney,"proceedings of the second acm international conference on & hellip ; ,",1994.0
1769,ã cents â ? ¬ classic : a structural data model for objectsã cents â ? ¬ â ? cents,"a borgida , rj brachman , dl mcguinness , la resnick",proceedings of the acm/sigmod international conference on,
1773,metabolic engineering of yeast,zp cakar,,2000.0
1777,realization and input/output relations : the analytic case,"e sontag , y wang","proc . 28th ieee conf . dec. & cntrl , ( 1989 ) ,",
1783,"sediment in streams : sources , biological effects , and control . amer . fish . soc . monogr . 7 , bethesda",te waters,"md ,",
1787,apj,t maeshiroâ ? ¦,,2004.0
1788,teaching methods for medical education,d ambrozy,"seattle : university of washington ,",
1818,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"a datta , k dutta , k ramamritham , h thomas , d","sigmod conference ,",2001.0
1820,modeling piano sound using digital waveguide filtering techniques,ge garnett,proc . int . computer music,
1827,three-dimensional electroanatomical mapping within the isthmus between the tricuspic valve and the,"h kottkamp , b anderson , y ho , g hindricks","submitted for publication ,",
1838,playing it safe,e callaway,"computerworld ,",
1866,integrating symbolic images into a multimedia database system using classification and abstraction,"a soffer , h samet","the vldb journal the international journal on very large & hellip ; ,",1998.0
1868,spectrum structure for the three-dimensional periodic landau operator,"va geä ± ler , va margulis , ii chuchaev","algebra i analiz ,",
1870,the book of indian animals . 3rd ed : bombay natural history society,sh prater,"bombay , india ,",
1871,validation of some superpave design parameters by wheel testing with the scale model mobile load,"m van de ven , af smit , r lorio , r mcgennis","& hellip ; conference on asphalt pavements , seattle , washington , & hellip ; ,",
1877,"outerjoin simplification and reordering for query optimization , 1993","ca galindo-legaria , a rosenthal",submitted for,
1897,strategic planning at five world-class companies,"md akers , gl porter","management accounting-new york - ,",1995.0
1913,interprocedural dependence analysis and parallelization,"m burke , r cytron",,
1915,evaluation of it in the danish construction industry,jl andresen,"technical university of denmark ,",
1919,a model for developing an outcomes assessment plan : the regents college outcomes assessment,"pe peinovich , ms nesler , ts thomas","new directions for adult and continuing education ,",1997.0
1920,"code complete , chapter 24",s mcconnell,,1993.0
1921,"version modeling concepts for computer-aided design databases , acm sigmod int","rh katz , e chang , r bhateja","conf . on data management ,",
1933,march 1993 . â ?? data management for mobile computingâ ??,"t imielinski , br badrinath",sigmod,
1938,nonlinear spline approximation of functions of several variables and b-spaces,"y brudnyi , i irodova","algebra i analiz ,",
1943,wealth and the timing of retirement,s khitatrakun,,2000.0
1947,the presidential perspective on mission review for new career programs .,ap splete,"new directions for higher education ,",1987.0
1950,cream-creating metadata for the semantic web,shs staab,"computer networks ,",
1955,optimizing student-institution fit .,te williams,"new directions for higher education ,",1986.0
1961,data placement in bubba,"g gopeland , w alexander , e boughter , t keller","proc . acm sigmod conf . on management of data ,",
1971,"ayguad e , e. , and valero , m. improved spill code generation for software pipelined loops","j zalamea , j llosa",procs . of the programming languages design and,
1977,using standard internet protocols and applications in space,"k hogie , rp criscuolo","computer networks ,",2005.0
1982,renewable energy research,se ireland,"development and demonstration strategy , page ,",
1993,"complete genomes , phylogenetic relatedness , and structural proteins of six strains of the hepatitis","h norder , am courouce , lo magniusâ ? ¦","virology-new york - ,",1994.0
1999,predicting foreign exchange rates with support vector regression machines,b guesde,"msc thesis . computer science department , university of",
2006,on some principles of grammaticalization,pj hopper,"approaches to grammaticalization ,",1991.0
2014,rewriting of rules containing set terms in a logic data language ldl,"o shmueli , s tsur , c zaniolo","proceedings of the seventh acm sigact-sigmod-sigart & hellip ; ,",1988.0
2031,challenges facing shared governance within the college,cc morphew,"new directions for higher education ,",1999.0
2046,"the multiview project : object-oriented view technology and applications , acm int","e rundensteiner , h kuno , y ra , v crestana-taube , m","conf . on management of data ( sigmodâ ?? 96 ) ,",
2070,an adaptive control of lum smoother,r lukac,"radioengineering-prague - ,",2000.0
2083,non-deterministic languages to compute deterministic transformations,"s abiteboul , e simon , v vianu","proc . acm sigact-sigmod-sigart symp . on principles of & hellip ; ,",
2087,transient handover blocking probabilities in road covering cellular mobile networks,"rj boucherie , j van der wal","computer networks ,",2003.0
2097,effects of language on color discriminability,"n witthoft , j winawer , l wu , m frank , a wade , l","proceedings of the 25 thannual meeting of the cognitive & hellip ; ,",
2108,adaptive flow control for vod using price discounts,"n keon , g anandalingam",,1999.0
2110,"judgment of line orientation , form h","al benton , k hamsher , nr varney , o spreen","contributions to neuropsychological assessment ,",
2113,the ssã · - tree : an improved index structure for similarity searches in a high-dimensional feature,"r kurniawati , js jin , ja shepherd",,
2117,cooperative transaction hierarchy : a transaction model to support design applications,"m nodine , s zdonik","proc . of vldb ,",
2132,"computer lib , dream machines",n ted,,1987.0
2135,selective serotonin reuptake inhibitors ( ssris ) versus other antidepressants for depression,"jr geddes , n freemantle , j mason , mp eccles , j","cochrane database syst rev ,",
2137,classroom assessment : improving learning quality where it matters most .,ta angelo,"new directions for teaching and learning ,",1990.0
2149,on canonical models for federated dbs,"f saltor , m castellanos , m garcia-solaco","sigmod record ( acm special interest group on management of & hellip ; ,",
2197,preemptive scheduling of uniform processor systems,"t gonzalez , s sahni","journal of the acm ( jacm ) ,",1978.0
2202,a probabilistic relational model,"d dey , s sarkar","acm trans . database systems ,",
2207,histopathology of cyclosporine nephrotoxicity,"mj mihatsch , g thiel , b ryffel",transplant,
2210,"non-newtonian mechanics , the mass of a moving body",rc tolman,"phil . mag ,",
2217,"y. sagiv , jd ullman , efficient evaluation of right - , left - , and multi-linear rules","jf nrsu , rr naughton","proceedings of the 1989 acm sigmod international conference & hellip ; ,",
2233,"social capital , intellectual capital , and the organizational advantage","j nahapiet , s ghoshal","the academy of management review ,",1998.0
2240,london : a sustainable city ?,i livingstone,"area ,",2001.0
2244,an introduction to spatial database systems,rh gtlting,"spatial database systems of the vldb journal ,",
2248,the soil microfungi of conifer-hardwood forests in wisconsin,m christensen,,1960.0
2267,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"a toumi , s engell",,
2271,"mak . eq , â ?? self-serv : a platform for rapid composition of web services in a peer-to-peer environment","qz sheng , b benatallah , m dumas",proceedings of the 28 thvldb,
2280,three-dimensional internet developments,m crossley,"bt technology journal ,",1997.0
2281,intel and t. mudge . wrong-path instruction prefetching,j pierce,"proc . 29th annual symp . and workshop on microprogramming and & hellip ; ,",
2288,nonstandard characteristics in asymptotic problems,vp maslov,"proc . int . congr . math ,",
2309,"metrics , outlier analysis and the software design process .","m shepperd , d ince","information and software technology ,",1989.0
2322,regulation of alternative splicing of alpha-actinin transcript by bruno-like proteins,"h suzuki , y jin , h otani , k yasuda , k inoue","genes to cells ,",2002.0
2323,querying database knowledge,"a motro , q yuan",,
2328,after hurs : web excursions ',j triverio,"pc magazine ,",
2334,capabilities-based query answering in mediator systems,"y papakostantinou , a gupta , l haas","conference on parallel and distributed information systems , & hellip ; ,",
2337,"tomgruber , and jeffrey van baalen . knowledge sharing technology project overview","r fikes , m cutkosky","technical report ksl 91-71 , stanford university , knowledge",
2338,a traverse of the margin of the ionian basin to the hellenides : a coincident seismic survey and,"m sachpazi , a hirn , m loucoyannakis","spec . publ . geol . soc . greece , athens ,",
2353,6.0 professional edition,c visual,"microsoft corporation ,",
2358,mapping self-organized criticality to criticality,"d sornette , a johansen , i dornic","j. phys . i ,",
2360,"a lagrangian relaxation method for approximating the analytic center of a polytope , ''","m kojima , n megiddo , s mizuno",,
2361,using schema matching to simplify heterogenous data translations,"t milo , s zohar",proc . of international conference on very large data bases (,
2380,conceptual model of service reputation,"em maximilien , mp singh","special section on semantic web and data management , sigmod & hellip ; ,",
2388,broadband signalling-acronyms,ig dufour,"bt technology journal ,",1998.0
2407,a genetic approach for outlier detection in high-dimensional data-sets,"l boudjeloud , f poulet","modeling , computation and optimization in information & hellip ; ,",
2409,the generalized tree protocol : an efficient approach for managing replicated data,"d agarwal , ae abbadi","acm transactions on database systems ,",
2410,the complexity of querying indefinite information about linearly ordered domains,r van der meyden,proceedings of the 11th acm sigact-sigmod-sigart symposium,
2433,"harbor porpoise , phocoena phocoena , population assessment studies for oregon and washington in 1993 .","s osmek , pe rosel , ae dizon , rl delong","md ,",
2447,atmospheric infrared sounder ( airs ) on the earth observing system,"hh aumann , c miller","proceedings of spie ,",1995.0
2455,infrared extinction and standardization,ef milone,"proceedings of two sessions of iau commissions 25 and 9 held & hellip ; ,",1989.0
2456,on the algorithmic implementation of multiclass kernel-based vector machines,"k crammer , y singer","journal of machine learning research ,",2001.0
2476,on the self-similarity of the logistic map,"zj grzywna , ls liebovitch , z siwy","cellular and molecular biology letters ,",1997.0
2481,an accurate model for analyzing wireless tcp performance with the coexistence of non-tcp traffic,"f hu , nk sharma , j ziobro","computer networks ,",2003.0
2485,standardized terminology for clinical trial protocols based on ontological top-level categories,"b heller , h herre , k lippoldt , m lã ¶ ffler",,
