id,title,authors,venue,year
194,a selection combining scheme for rake receivers,n kong,,
213,performance analysis using the mips r10000 performance counters,"m zagha , b larson , s turner , m itzkowitz",,
214,xenobiotics and hammation,"lb schook , dl laskin","san diego : academic ,",
220,word and acoustic confidence annotation for large vocabulary speech recognition,l chase,,
221,rethinking risk financing,"cp helbling , g fallegger , d hill",,1996.0
228,wharton l. levy dh,re smalley,"h. acc . chem . res ,",
230,exposed points in spaces of bounded analytic functions .,sd fisher,,1967.0
233,evaluation of a random access system with hardware simulation ( for satellite location and data,gg delmas,"& hellip ; telemetering conference , washington , d. c , proceedings ,",1975.0
243,progressive encoding for lossless transmission of 3d meshes,"p alliez , m desbrun","acm siggraph conference proceedings ,",
249,an organisational perspective of inter-organisational workflows,"x zhao , c liu , y yang","international conference on business process management ,",
255,"the , l.-s. , & leising",pa milne,"md ,",
256,mapinfo spatialware : a spatial information server for rdbms .,c mina,"vldb ,",1998.0
260,"modes of action of fk506 , cyclosporin a , and rapamycin",r morris,"transplantation proceedings ,",1994.0
268,arrangement of latches in scan-path design to improve delay fault coverage,"w mao , md ciletti","proc . int . test conference ,",1990.0
271,the formulation of molecular quantum mechanics with the aid of particle density operators and phase,m schleicher,"& hellip ; eidgenoessische technische hochschule , zurich ( switzerland ) & hellip ; ,",1974.0
273,optimal selection of supply voltages and level-conversion during data-path scheduling under resource,"m johnson , k roy","proceedings of the 1996 ieee/acm international conference on & hellip ; ,",
276,proda : a suite of web-services for progressive data analysis,"m jahangiri , c shahabi","proceedings of 24th acm sigmod international conference on & hellip ; ,",2005.0
278,unpacking phonological awareness : two treatments for low-skilled kindergarten children,"re o'connor , jr jenkins , ta slocum","unpublished manuscript ,",
289,unity and diversity : holiday celebrations around the world .,a lockledge,"social studies and the young learner ,",1993.0
309,"the haskell school of expression : learning functional programming through multimedia , 2000",p hudak,,
312,dynamic performance and minimum loading effects of an isolated self-excited reluctance generator,ys wang,,
322,collapse analysis of reinforced concrete frames under earthquake [ a ],"cm liu , xl liu","proc . int . conf . on concrete ,",1992.0
328,a direct particle simulation method for hypersonic rarified ow,jd mcdonald,"technical report 411 , stanford university , march",
330,"cytoplasmic ion transport as a general , very early step in the orientation of the embryonic left -",m levin,,2003.0
335,impact of control system design on a flexible manufacturing system for colliery arches,sj williams,,
346,"storage consideration in relation to source , capacity and peak demands , â ?? a paper presented at the",dp proudfit,"madison , wisconsin : university of wisconsin , march ,",
373,mentoring to diversity : a multicultural approach .,g rodriguez,"new directions for adult and continuing education ,",1995.0
379,cooking with biomass fuels increases the risk of blindness,"vk mishra , rd retherford , kr smith",,
402,creating multimedia to die for,r raskin,"pc magazine-american edition - ,",1994.0
406,two-electron transfers and molecular x-ray radiation during heavy ion collisions,c stoller,"& hellip ; eidgenoessische technische hochschule , zurich ( switzerland ) & hellip ; ,",1976.0
419,algebraic dependencies,"c papadimitriou , m yannakakis","unpublished memorandum , laboratory for computer science , mit & hellip ; ,",
425,the fuel economy potential of heat engine/flywheel hybrid automobiles,"sm rohde , na schilke","supplement to procs . 1980 flywheel technology symposium ,",
433,ap & ss,"a bridzius , v vansevicius",,2001.0
441,steklo i keramika,ia boguslavskiiâ ? ¦,"no . i ,",
452,full text pdf format pdf ( 244 kb ) source symposium on principles of database systems archive,"mj atallah , s prabhakar","proceedings of the nineteenth acm sigmod-sigact-sigart & hellip ; ,",2000.0
486,recent bt patents,gm maclarty,"bt technology journal ,",2005.0
487,graduate program in communication sciences & disorders,cg students,,2006.0
489,domain-specific keyphrase extraction,"yb wu , q li , rs bot , x chen","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
512,high-speed dacs require special testing,"pj hanlon , bl price","electronic design ,",
514,simplifying the representation of radiance from multiple emitters,g drettakis,"submitted for publication ,",1994.0
532,minimization of multiple-valued multiple-threshold perceptrons by genetic algorithms,"a ngom , z obradovic , i stojmenovic","proc . 28th ieee international symposium on multiple-valued & hellip ; ,",
539,facilitating collective musical creativity,"a tanaka , n tokui , a momeni",,
541,30 . pp edwards and mj sienko,l francis,"acc . chem . res ,",
545,building temporal structures in a layered multimedia data model,"ga schloss , mj wynblatt",proc . second acm international conference on,
549,promise : peer-to-peer media streaming using collectcast,"m hefeeda , a habib , b botev , d xu , b bhargava","proceedings of acm multimedia ,",2003.0
575,computation of floating mode delay in logic circuits '' practice and implementation,"s devadas , k keutzer , s malik , a wang","mit technical report , massachusetts institute of technology ,",
588,representing othersâ ?? preferences in mixed motive games : was schelling right,"g devetag , m warglien",,
607,the relationship between international trade and linguistic competence,"j stanley , d ingram , g chittick","report to deet ,",
622,determination of low levels of cadmium in blood by electrothermal atomization and atomic absorption,"ht delves , j woodward","at spectrosc ,",
631,mining fuzzy association rules in database,"mk chan , f ada , hw man","sigmod record ,",
643,efficient semantic-based content search in p2p network,"ht shen , y shu , b yu","ieee transactions on knowledge and data engineering. ,",2004.0
647,asynchronous groupware support effects on process improvement groups : an action research study,", rj mcqueen",,
648,endoscopic submucosal resection with hook knife,o tsuneo,"& hellip ; international endoscopy conference with live demonstration & hellip ; ,",
651,a perspective on the future of massively parallel computing : fine-grain vs. coarse-grain parallel,pt tosic,,
652,automatic data fusion with hummer,"a bilke , j bleiholder , c bohm , k draba , f naumann ,","proceedings of the 31st vldb conference , trondheim , norway ,",2005.0
657,a data model and query language to explore enhanced links and paths in life science sources,"g mihaila , f naumann , l raschid , me vidal",,
666,"tc , metadata for multimedia documents",kr bã?hm,"sigmod record , special issue on metadata for digital media ,",
670,electromagnetic analysis and design in magnetic resonance imaging,j jianming,,
673,"h. garc ia-molina , and andreas paepcke . starts stanford protocol proposal for internet retrieval and","l gravano , k chang","technical report , computer science department , stanford",
693,a sign-based phrase structure grammar for turkish . master 's thesis,o sehitoglu,"middle east technical university ,",
696,explaining away political crimes .,"hf dahl , ã ? sã ¸ rensen","unpublished manuscript ,",
697,"architecture / / advances in databases and information systems , third east european conference , adbis '",lb sokolinsky,"proceedings of short papers.-maribor : institute of & hellip ; ,",
705,cardiotocography for antepartum fetal assessment,"n pattison , l mccowan","cochrane database syst rev ,",2000.0
710,reconciling distance functions and level sets,"j gomes , o faugeras","lecture notes in computer science ,",1999.0
711,"broadband pilot project brings architects , builders together onlineâ ?? â ??",s lais,"computerworld ,",
722,some complexity questions related to distributed computations,a yao,proc . 11th acm,
724,agile software development : addison-wesley pub co,a cockburn,,
736,from ternary relationship to relational tables : a case against common beliefs,"sigmod record , 2002","sigmod record ,",2002.0
742,ad 2003 . telegraphcq : continuous dataflow processing for an uncertain world,"s chandrasekaran , o cooperâ ? ¦",proc . of the conf . on innovative data systems research ( cidr,
748,automotive box section design under torsion . part 1 : finite element modelling strategy,"mmk lee , t pine , tb jones","proceedings-institution of mechanical engineers part d & hellip ; ,",2000.0
758,"bancilhon . f. & mark , r. ( 1995 ) . objects and sql : strange relations","cj date , m nelson",,
766,inferring high-level behavior from low-level sensors,"dj patterson , l liao , d fox , h kautz","lecture notes in computer science ,",2003.0
770,rare earths -- applications and technology,"ck gupta , ts krishnan","bombay , india , 25-26 sept. 1986 ,",1986.0
776,the perceived fairness of selection systems : an organizational justice perspective,sw gilliland,"the academy of management review ,",1993.0
779,symbolic math software,b simon,"pc magazine , august ,",
783,"spin vector , shape , and size of the amor asteroid ( 6053 ) 1993 bw ~ 3","p pravec , m wolf , l sarounova , aw harris , jk","icarus-new york - ,",1997.0
795,the impact of herbivory by olympic marmots on the structure of subalpine meadow vegetation : ms,af watson,"university of washington , seattle ,",
802,merging models based on given correspondences,"pa bernstein , ra pottinger","proc . 29th vldb conference , berlin",
805,the acute pediatric scrotum,"mw schul , ma keating","journal of emergency medicine ,",1993.0
813,fast evolutionary strategies,"x yao , y liu","pj angeline , e d. proceedings of the sixth annual conference & hellip ; ,",1997.0
832,one-ip : techniques for hosting a service on a cluster of machines,"op damani , pe chung , y huang , cmr kintala , ym wang","www6 / computer networks ,",1997.0
843,generating machine specific optimizing compilers,"r hoover , k zadeck","proceedings of the 23rd acm sigplan-sigact symposium on & hellip ; ,",1996.0
845,practical predicate placement,jm hellerstein,,
851,ipsofacto : a visual correlation tool for aggregate network traffic data,"f korn , s muthukrishnan , y zhu","sigmod conference ,",2003.0
853,variation of gait pattern in adult hemiplegia,"m colaso , j joshi","neurology india ( bombay ) ,",1971.0
860,program micro-and macrotheory : a guide for social change,wr shadish,"new directions for program evaluation . jossey-bass inc , san & hellip ; ,",
871,timing trigger and control distribution for lhc detectors .,bg taylor,"procs 1st workshop on electronics for lhc experiments , cern /",
872,lh * : linear hashing for distributed les,"w litwin , ma neimat , d schneider","& hellip ; sigmod international conference on management of data , may ,",
878,the internet : a learning environment,r mcgreal,"new directions for teaching and learning ,",1997.0
883,dynamic queries : database searching by direct manipulation,"b shneiderman , c williamson , c ahlberg",,
900,history of the development of medical information systems at the laboratory of computer science at,go barnett,"proceedings of acm conference on history of medical & hellip ; ,",1987.0
905,a cartoon guide to wavelets,"jb buckheit , dl donoho",,1995.0
910,the silent crisis : the state of rain forest nature preserves,"cp van schaik , j terborgh , b dugelby","see kramer ,",
914,"declaration on religious liberty dignitatis humanae , n. 3 . 4 ibid . 9 ibid . n. 65",ii vatican council,,
915,bringing object-relational technology to mainstream,"v krishnamurthy , s banerjee , a nori","sigmod conference ,",1999.0
916,positive and negative global self-esteem : a substantively meaningful distinction or artifactors ?,hw marsh,"journal of personality and social psychology ,",1996.0
919,"ambient technologyâ ?? now you see it , now you do n't","r payne , b macdonald","bt technology journal ,",2004.0
924,improved condition for the optimality of decentralised control for large-scale systems,"tc yang , n munro",,
929,defining job concentrations : the los angeles case,"rl forstall , rp greene","urban geography ,",1997.0
933,shape-based pedestrian detection and localization,"m bertozzi , a broggi",,
934,"the jumpers are referenced as left , right , and open ( see â ?? jumper settingsâ ?? ) . the jumpers and",j setup,,
943,pc-hypertext,a poor,"pc magazine ,",
944,generative video : a meta video representation,rs jasinschi,"submitted to publication ,",
955,case tool construction for a parallel software development methodology,jp gray,"information and software technology ,",1997.0
964,transformative learning and the urban context,"pl kappel , bj daley","new directions for adult and continuing education ,",2004.0
970,a sustainable world,tc trzyna,,
979,ã cents â ? ¬ å?compiled - directed data prefetching in multiprocessors with memory hierarchyã cents â ? ¬ â ?,"eh gomish , ed granston , av veidenbnum","procs . of 17th isca ,",
987,origin and evolution of auchenorrhyncha ( homoptera ) based upon fossil evidence,de shcherbakov,"proc . 28th int . congr . entomol ,",
988,overview of reverse engineering and reuse research,pav hall,"information and software technology ,",1992.0
993,a critical evaluation of the diffusion of cost and management accounting innovations,"d askarany , m smith",,
1006,adenotonsillectomy for obstructive sleep apnoea in children,"j lim , m mckean","cochrane database syst rev ,",2003.0
1011,on the spectral gap of the m/m/n / n queue,"c fricker , p robert , d tibi","unpublished manuscript ,",
1021,'' ping-pong '' gaze in severe monoamine oxidase inhibitor toxicity,"jl erich , rd shih , re o'connor","journal of emergency medicine ,",1995.0
1032,fairness and social risk i : unaggregated analyses,"pc fishburn , rk sarin","management science ,",1994.0
1037,a new generation of spoken dialogue systems : results and lessons from the sundial project,j peckham,"proc . eurospeech ,",
1053,expiration and partially materialized views,"w labio , h garcia-molina","technical report , stanford university , 1997 . available at http : -",
1066,scanning tunneling microscopy of polysialic acid ( abstract only ),"l haikkila , jps aalto , lj pelliniemi , r laiho , j","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
1092,"otitis media in dairy calves , a preliminary case report","gm dechant , ga donovan","28th ann . conv . proc . am . assoc. bov . pract ,",
1095,guest editor 's introduction,wc newstetter,journal of the learning,
1115,user-level operating system extensions based on system call interposition,a alexandrov,,1999.0
1119,define â ?? re-engineerâ ??,rl manganelli,"computerworld ,",
1136,specifying and enforcing intertask dependencies,"pcamp singh , a sheth , m rusinkiewicz","proc . of the 19th vldb , dublin , ireland ,",
1147,preliminary research findings,"gb teague , c macias",,1990.0
1164,deformation and fracture in amorphous solids,ml falk,,1998.0
1174,near-field investigations of the landers earthquake sequence,"k sieh , l jones , e hauksson , k hudnut , d eberhart -","april to july ,",
1177,removal of heavy metal ions and humic substances from water by ultrafiltration membranes,"m kabsch-korbutowicz , t winnicki","environment protection engineering ,",1995.0
1178,obstacle detection using a deformable model of vehicles,"s denasi , g quaglia",procs . ieee intelligent vehicles symposium,
1186,getting the best from formal methods,jb wordsworth,"information and software technology ,",1999.0
1187,constraints for the web,"a borning , r lin , k marriott",,
1192,laser light scattering 1academic,b chu,"san diego ,",
1200,wave scattering from rough surfaces,ag voronovich,,1994.0
1201,the ecommerce revolution,"s steward , j callaghan , t rea","bt technology journal ,",1999.0
1202,3-dimensional software modelling,"y gil , s kent",,1998.0
1209,an adaptive automated web browsing ( tech report sidl-wp-1995-0023,"ym balbanovic , y yun","technical report , dept. of computer science , stanford university",
1232,"smith . bl ( 1990 ) . learning communities : building connections among disciplines , students and faculty","f gabelnick , j macgregor , r matthews",new directions in teaching and,
1239,on the destructive mechanical effects of the gas bubbles liberated by the passage of intense sound,fd smith,"phil . mag ,",
1249,qc-trees : an efficient summary structure for semantic olap .,"lvs lakshmanan , j pei , y zhao","sigmod conference ,",2003.0
1251,the notre dame long-range plan .,to ` meara,"new directions for higher education ,",1984.0
1253,handling summary information in a database denvability,h sato,proc acm,
1289,using classroom assessment to change both learning and teaching,m steadman,"new directions for teaching and learning ,",
1295,"tbag : a high-level , fast-turnaround 3d animation system","c elliott , g schechter , r yeung , s abi-ezzi","proc . acm siggraphâ ?? 94 ,",
1299,analytical description of spatial patterns .,"a getis , jhp paelinck","submitted for publication ,",
1302,query optimization in the presence of limited access patterns,"a levy , i manolesu , d suciu , d florescu","proc . of acm sigmod conf . on management of data ,",
1314,querying text databases for efficient information extraction,"e agichtein , l gravano",,
1329,limitations of the microsphere technique to fractionate intestinal blood flow,"ap shepherd , lc maxwell , ed jacobson","see ref ,",
1330,a national-scale authentication infrastructure,"rb von welch , d engert , i foster , s tuecke , j","ieee computer ,",
1338,access network life-cycle costs,"pi bell , jp trigger","bt technology journal ,",1998.0
1342,misconceptions about real-time transactions : a serious problem for next generation systems,j stankovic,"ieee computer ,",
1370,"ã cents â ? ¬ å?view maintenance in a warehousing environment , ã cents â ? ¬ â ? proc","y zhuge , h garcia-molina , j hammer , j widom","acm sigmod ,",
1373,forced and mutual synchronization of chaos,"vs anishchenko , te vadivasova , de postnov , ma","radiotekhnika i elektronika ,",1991.0
1378,the hidden subgroup problem and eigenvalue estimation on a quantum computer,"m mosca , a ekert","lecture notes in computer science ,",1999.0
1419,the distribution of obligations by negotiation among autonomous agents,"g boella , l van der torre",,2004.0
1445,user modeling and adaptive navigation support in www-based tutoring systems,"g weber , m specht","courses and lectures-international centre for mechanical & hellip ; ,",1997.0
1448,db : web services policy framework ( ws-policy ),s bajajâ ? ¦,"technical report , bea systems , ibm , microsoft , sap ag , sonic",
1450,phase ii study of 5â cents - deoxy-5-fluorouridine ( 5â cents - dfur ) in patients with malignant cancerâ ?? a multi -,"h niitani , k kimura , t saito , i nakao , o abe , i","gan to kagaku ryoho ,",1985.0
1455,the new zealand digital library : collections and experience,"ih witten , r mcnab",,
1456,identifying and extracting relations in text,"r byrd , y ravin","proceedings of nldb ,",1998.0
1479,distributed processes : a concurrent programming concept comm,p brinch-hansen,,
1488,knowledge sharing project overview,"r fikes , m cutkosky , t gruber , j van baalen",,1991.0
1495,"are a voluntary organisation with local schemes throughout the uk , which provide support , friendship",uk homestart,contact,
1503,weedy plant species and their beneficial arthropods : potential for manipulation in field crops,w nentwig,"see ref ,",
1512,physiology of olivocochlear efferents,jj guinan,"springer handbook of auditory research ,",1996.0
1519,the representative design of person-situation research,la pervin,"personality at ,",
1522,location information from the cellular networkâ ?? an overview,w millar,"bt technology journal ,",2003.0
1540,paradox lost ? firm-level evidence on the returns to information systems spending,"e brynjolfsson , l hitt","management science ,",1996.0
1548,play it again : a study of the factors underlying speech browsing behavior,"s whittaker , j hirschberg , c nakatani","proceedings of acm chi ,",1998.0
1553,the current state of edi in greece,"gi doukidis , a fragopoulou , j anagnostopoulos","1st greek edi conference , athens , greece , november ,",
1554,linking school and work for disadvantaged youths : the yiepp demonstration : final implementation,wa diaz,,1982.0
1564,parentsâ ?? perception and knowledge level of transition services and programming needs,sc fox,,2001.0
1565,neuroleptic malignant syndrome associated with olanzapine therapy : a case report,"sc stanfield , t privette","journal of emergency medicine ,",2000.0
1569,analyse und synthese nichtlinearer regelungssysteme mittels dierentialalgebra,"t wey , f svaricek","automatisierungstechnik-at ,",
1571,microsoft exchange server 2003,wr stanek,,2004.0
1572,archaeological survey of mossyrock reservoir .,ws dancey,,1969.0
1578,the office of the future : a unified approach to image-based modeling,"r raskar , g welch , m cutts , a lake , l stesin , h","proceedings of acm sigraph ,",
1589,physics 133 lectures : winter quarter,s peale,"university of california , santa barbara ,",
1606,information technology implementation research : a technological diffusion approach,"rb cooper , rw zmud","management science ,",1990.0
1621,"triantaâ ® llou , p. , zioga , f. , 1997 . principles of optimally placing data in tertiary storage",s christodoulakis,proceedings of the 23rd vldb,
1627,clothing the e-emperor,"jr michener , sd mohan",,
1634,source proceedings of symposium d of the 1993 e-mrs spring meeting on integrated processing for,"h sik , m riet , c dubon-chevallier , b sermage","proceedings of symposium d of the 1993 e-mrs spring meeting & hellip ; ,",1994.0
1638,"integrating distributional , prosodic and phonological information in a connectionist model of","mh christiansen , rac dale",,
1663,laser injection locking,"cj buczek , rj freiberg , ml skolnick","ieee , proceedings ,",1973.0
1667,a formal approach to the defmmon and the design of conceptual schemata for database systems,"c zolo , ma melkanofp","acm trans . database syst ,",
1692,building a laboratory information system around a c++ - based object-oriented dbms,"n goodman , s rozen","proceedings of the international conference on very large & hellip ; ,",1994.0
1708,"north carolina , page 24 -",fcw co,"at age ,",
1709,the bang le : a new kind of grid le,m freeston,"proc . acm sigmod int . conf . on management of data ,",
1727,melã © ti pã ¡ no sti zoogeografãa ke ikologãa ton chersã © on malakãon ton kiklã ¡ don,ma mylonas,,1982.0
1736,computer and job-shop scheduling theory,eg coffmanâ ? ¦,,
1738,cost modelling of fault-tolerant software,"df mcallister , rk scott","information and software technology ,",1991.0
1743,the effects of barometric pressure on elementary school studentsâ ?? behavior,aj staut,,2001.0
1757,an image retrieval system depending on object layout,"kahny matsumoto , t yokoyama , y matsushita","3rd international conference on management of data , pp199 - & hellip ; ,",
1759,xml schemas without order,"f neven , t schwentick","unpublished manuscript ,",1999.0
1764,"a variable span smoother : stanford , california , laboratory for computational statistics , department",jh friedman,,1984.0
1771,nf-kb activation through ikk-i-dependent i-traf/tank phosphorylation,"f nomura , t kawai , k nakanishi , s akira","genes to cells ,",2000.0
1785,a visual language and environment for composing web services,"n liu , j grundy , j hosking","proceedings of the 20th ieee/acm international conference on & hellip ; ,",2005.0
1798,j. wilkes an introduction to disk drive modeling,c ruemmler,"ieee computer ,",
1814,analysis and management of animal populations : academic press,"bk williams , jd nichols , mj conroy","san diego , california ,",
1817,special triangulations of the simplex and systems of disjoint representatives,"r aharoni , m chudnovsky",submitted for,
1832,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",
1835,numerical modeling of the heat flux to the anode of high-current vacuum arcs,"e schade , d shmelev , i kleberg","proc . 21st int . conf . on electrical contacts ,",
1841,income taxation with habit formation and consumption externalities,"j alonso-carrera , j caballã © , x raurich","unpublished manuscript ,",2003.0
1847,fragments of relations,"d maier , jd ullman","proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0
1869,logical introduction to databases,j grant,,1987.0
1873,weighted chinese restaurant processes and bayesian mixture models,"lj brunner , at chan , lf james , ay lo","unpublished manuscript ,",
1876,et30 '' bf4e,"j christ , y corlach , w von der saal , t lett",acc . chem .,
1885,stichwã ¶ rter : lumineszenz metallamakrocyclen n-ligan-den platin selbstorganisation,"jyk cheng , tsm hun , cm che , wt wong , kk cheung , g","acc . chem . res ,",1990.0
1889,the miquelian inversive plane ip ( q ) and the associative projective planes . .,wf orr,,1973.0
1899,demonstration : enabling scalable online personalization on the web,k dutta,"proceedings of the international conference on very large & hellip ; ,",2000.0
1908,andi . n. subramanian . schemasql-a language for interoperability in relational multi-database systems,"lvs lakshmanan , f sadri",proceedings of inter . conference on very large databases (,
1924,the design of xprs,"m stonebraker , rh katz , da patterson , jk","vldb ,",1988.0
1926,"now you see it , now you do n't",c rigden,,
1929,supplementing conservation practices with alternative energy sources .,ga kraetsch,"new directions for higher education ,",1981.0
1941,age-related differences and change in positive and negative affect over 23 years,"st charles , ca reynolds , m gatz","journal of personality and social psychology ,",2001.0
1948,communication from boeing commercial airplane group,aj anderson,"seattle ,",
1952,windows sockets,m hillâ ? ¦,,1996.0
1953,rehist : relative error histogram construction algorithms,"s guha , k shim , j woo","proceedings of the international conference on very large & hellip ; ,",2004.0
1969,"on the selection of indices for a file . rep. rj1341 , ibm , san jose , cabf. , jan. 1974",wf king,acm transactions on database,
1984,design of a lightweight automotive brake disc using finite element and taguchi techniques,"dg grieve , dc barton , d crolla , jt buckingham","proceedings of the i mech e part d journal of automobile & hellip ; ,",1998.0
2000,the impact of interprocedural analysis and optimization on the design of a software development,"kd cooper , k kennedy , l torczon",acm sigplan,
2002,finite state description of communicating protocols,gv bochman,"computer networks ,",
2004,multi-dimensional selectivity estimation using compressed histogram information,"jh lee , dh kim , cw chung","sigmod conference ,",1999.0
2008,"features and performance , white paper",rd protocol,microsoft,
2009,accelerating object-oriented simulation via automatic program specialization . department of,"d weise , s seligman","stanford university , technical report csl-tr-92-519 , april",
2019,"mining quantitative association rules in large relational tables , in `` proceedings of the acm sigmod","r srikant , r agrawal","montreal , canada ,",
2027,investigations into the epidemiology of neospora caninum infection in dairy cattle in new zealand,"du pfeiffer , jw wichtel , mp reichel , nb williamson",,
2053,spectral k-way ratio-cut partitioning and clustering - group of 3 & raquo ;,"pk chan , mdf schlag , jy zien","proceedings of the 30th international conference on design & hellip ; ,",1993.0
2061,size and effort estimation for applications written in java,"j kaczmarek , m kucharski","information and software technology ,",
2064,query flocks : a generalization of association rules,"d tsur , s abbiteboul , c clifton , r motwani , s","& hellip ; of acm sigmod conference on management of data ( sigmodâ ?? 98 & hellip ; ,",
2066,dynamic iternset counting and impficalion rules for market basket data,"s brin , r motwani , jd ullman , s tsur","acm sigmod international conference on the management of & hellip ; ,",
2071,"some remarks on linear diffeomorphisms in wavelet space , july 2003","q xie , m holschneider , m kulesh",,
2075,closure of the '' non-healing wound '' corresponds with correction of weight loss using the anabolic,"r demling , l de santi",,
2076,ramakrishnan . probabilistic optimization of top-n queries,d donjerkovicandr,"proceedingsof vldb ,",
2080,granularity of locks in a large shared data base,"j gray , ra lorie , gr putzolu , il traiger","vldb ,",
2086,a comparative study on user performance in the virtual dressmaker application,"m wacker , m keckeisen , sl stoev , w straã?er",,
2102,the jain cosmology,"c caillat , r kumar",,1981.0
2103,dynamic binding of service users and providers in an open services environment,"a wolisz , v tschammer","computer networks ,",
2106,lvlulticomputers : message-passing concurrent computers,"wc athaz , cl seitz","ieee computer ,",
2109,the self-energy and interaction energy of stacking fault in metals,"rw atree , ts plaskett","phil mag ,",
2111,a framework for high-speed controller design,"jm mulder , rj portier , a srivastava",,
2120,involvement of rho and rac small g proteins and rho gdi in ca 2ã 3/4 - dependent exocytosis from pc12,"r komuro , t sasaki , k takaishi , s orita , y takai","genes to cells ,",1996.0
2144,technologies for e-services third international workshop,"a buchmann , f casati , l fiege , mc hsu , mc shan","proceedings of of 3rd vldb workshop on technologies for e - & hellip ; ,",
2148,"exploiting hierarchical terrestrial-satellite architectures to handle voice , symmetric data , and","a iera , a molinaro , g araniti","computer networks ,",2002.0
2179,a performance evaluation of oid mapping techniques,"a eickler , ca gerlhof","vldb ,",1995.0
2180,constraint satisfaction in database theory,m vardi,,
2186,"lh * - a scalable , distributed data store","w litwin , ma neimat , da schneider","acm transactions on database systems ( tods ) ,",
2189,81st annual meeting of the endocrine society,"a perreault , j bouchard , v bodart , r deghenghi , d","san . diego ,",
2200,the logic of enactment,"l royakkers , f dignum",,
2213,individual differences and mis success : a review of the empirical literature,rw zmud,"management science ,",1979.0
2222,on clustering and retrieval of video shots,"cw ngo , tc pong",,
2223,andragogy and self-directed learning : pillars of adult learning theory,sb merriam,"new directions for adult and continuing education ,",2001.0
2225,network architecture design for back-end storage networks,rw watson,"ieee computer ,",
2263,a perceptual pitch detector,"m slaney , rf lyon",,
2270,blessing in an intimate note to the sincere seekers,ss ravi-shankar,,1999.0
2272,managing checkpoints for parallel programs,"j pruyne , m livny","lecture notes in computer science ,",1996.0
2276,"to appear-b , the rationality of epistemology and the rationality of ontology",au frank,"rationality and irrrationality , proceedings of the 23rd",
