id,title,authors,venue,year
1219,management of technology ivâ ?? the creation of wealth,"t khalil , b bayraktar","& hellip ; of the fourth international conference on management of & hellip ; ,",
1235,conflicting expertise and uncertainty : quality assurance in high-level radioactive waste management,"mr fitzgerald , as mccabe","new directions for program evaluation ,",1991.0
1237,apply data mining techniques to a health insurance information system,"m viveros , j nerahos , m rothman",,
1250,contemporary american fiction : harvey swados and leslie fiedler,h feinstein,"wisconsin studies in contemporary literature ,",1961.0
1259,the fluoroquinolones,rc walker,"mayo clinic proceedings ,",1999.0
1283,"report on the first international conference on ontologies , databases and applications of semantics",k aberer,"acm sigmod record ,",2003.0
1301,switching osmolyte strategies : response of methanococcus thermolithotrophicus to changes in external,"ra ciulla , dd martin , pm robinson , mf roberts",submitted for,
1315,applied mathematical demography,n keyfitz,,
1325,the mills college tuition-freeze experiment .,ml rothman,"new directions for higher education ,",1995.0
1334,mining optimized association rules for numeric attributes,"j han , y fu","vldb proceedings ,",
1347,"trans-bis ( acetylacetonato . o , o ' ) ( 3-methyl-pyridine-n ) nitrocobalt ( ili )",a cryst,acc . chem .,
1348,modeling time-based media,"s gibbs , c breiteneder , d tsichritzis","the handbook of multimedia information management table of & hellip ; ,",1997.0
1351,5m bill to mend wobbly millennium bridge,c davies,,2000.0
1352,thã © mis : a database programming language with integrity constraints .,acms anthology,,
1356,ida : an intelligent data access program,d sagalowicz,"vldb ,",
1376,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack ,","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
1389,the anti-il-2 receptor monoclonal antibody yth-906 in liver transplantation,"pj friend , h waldmann , s cobbold , h tighe , p","transplant proc ,",1991.0
1394,icp determination of sulfur in polymeric materials,"g dipasquale , b casetta","at . spectrosc ,",
1417,utility of co-operating web proxy caches,"p krishnan , b sugla","www7 / computer networks ,",1998.0
1420,ins and outs of choosing a consultant .,s rich,"computerworld. ,",1982.0
1424,ieee 754 : an iinterview with william kahan,c severance,ieee,
1433,"four decades of service , 1951-1991",mg smith,,
1452,koniag prehistory,dw clark,,1968.0
1468,gral : an extensible relational database system for geometric applications,rh giiting,,
1475,"a translation approach to portable ontology specifications , knowledge systems laboratory",tr gruber,"stanford university , technical report ksl 92-71 , http://www-ksl .",
1482,assessing prepulse inhibition of startle in wild-type and knockout mice,ma geyer,"psychopharmacology ,",1999.0
1490,formula milk versus term human milk for feeding preterm or low birth weight infants,"w mcguire , my anthony","cochrane database syst rev ,",2001.0
1494,com programming with microsoft . net,"j templeman , jp mueller",,2003.0
1497,"j. non-crystalline solids , 33 , 411 ; 1980","os panwar , m radhakrishna , kk srivastava , kn","phil . mag ,",
1505,databases in virtual organizations : a collective interview and call for researchers,m winslett,"sigmod record ,",2005.0
1523,"afzaal 5 , speir p , pergantis sa , thomas-oates j ej anal","r pickford , m miguens-rodriguez","at . spectrom ,",
1525,realizing a temporal complex-object data model,portal.acm.org,,
1526,"arck-jones , and sj young . openvocabulary speech indexing for voice and video mail retrieval","mg brown , jt foote",proc . acm,
1528,neill and g. graefe . multi-table joins through bitmapped join indexes,p oã cents,"sigmod record ,",
1532,the design and evaluation of web based multimedia learning resources,"t boyle , l payne","procs . of the seventh annual conference on the teaching of & hellip ; ,",
1534,the asymptotic number of outerplanar graphs,"m bodirsky , m kang",,
1537,lazy theorem proving for bounded model checking over infinite domains,"l de moura , h ruess , m sorea","lecture notes in computer science ,",2002.0
1541,institutions matter : campus teaching environments ' impact on senior faculty,"mw lacelle-peterson , mj finkelstein","new directions for teaching and learning ,",1993.0
1561,skip navigator department chair : jonathan mark kenoyer,fs list,,1999.0
1563,a transducer-based xml query processor,", p mukhopadhyay , y papakonstantinou","vldb ,",2002.0
1612,linking community resources to family survival strategies,r shaffer,,1996.0
1620,fundamental architectural considerations for network processors,"m peyravian , j calvignac","computer networks ,",2003.0
1625,why sort-merge gives the best implementation of the natural joins,1983,,1983.0
1639,program abstract for neer grant de-fg-07-99id13781,jp blanchard,"university of wisconsin ,",
1643,unitary orbital conception of elementary particles and their interactions,g sardin,,
1653,"workspace characteristics , cusp locations , and boundary crossing for general rrp regional structures","pe riley , le torfason",proceedings of the 23rd biennial mechanisms,
1655,"â ?? brien ma , oxman ad , davis da , haynes rb , freemantle n , harvey el . audit and feedback versus",o thomson,"cochrane database syst rev ,",
1665,knowledge representation as the basis for requirements specification,"a bordiga , s greenspan , j mylopoulos","ieee computer ,",
1668,hematoma of the rectus abdominis muscle : case report and review of the literature,il dubinsky,"journal of emergency medicine ,",1997.0
1671,semantic cache mechanism for heterogeneous web querying,"b chidlovskii , c roncancio , ml schneider","www8 / computer networks ,",1999.0
1691,ecology of biological invasions of north america and hawaii,"ha mooney , ja drake",,1986.0
1704,spec as a performance evaluation measure,"r giladi , n ahituv",,
1711,graduate degree programs and distance education,cd swenson,"new directions for adult and continuing education ,",1995.0
1712,"high-involvement work practices , turnover , and productivity : evidence from new zealand",jp guthrie,,
1713,optimization of polling systems and dynamic vehicle routing problems on networks,"d bertsimas , h xu","submitted for publication ,",1993.0
1721,the incident command system : high-reliability organizing for complex and volatile task environments,"ga bigley , kh roberts",,
1731,an overview of vhdl language and theory,m shahdad,proceedings of the 23rd design automation,
1813,a heuristic real-time parallel scheduler based on task strucutures,"q long , v lesser","technical report 95-92 , university of massachusetts , amherst ,",
1815,prospects for a method-driven software development environment,"ja redmond , kt ryan","information and software technology ,",1987.0
1853,a portable parallel programming environment based around pcte,"sa hellberg , e zaluska","information and software technology ,",1994.0
1858,consortial fundraising,lm peterson,"new directions for higher education ,",1999.0
1860,multi-join optimization for symmetric multiprocessors,"ej shekita , hc young , kl tan","proceedings of the international conference on very large & hellip ; ,",1993.0
1861,"e-mail from gail johnson , 2002 , ( 2002 ) , ''",g johnson,,
1872,sino-foreign high technology joint ventures : some factors affecting performance '',"d bennett , hc xia","proceedings of 4th international conference on management of & hellip ; ,",
1874,web database tools,sw plainâ ? ¦,"pc magazine , september ,",
1875,influence of tractor -- trailer interaction on assessment of road damaging performance,"dj cole , d cebon","proceedings of the i mech e part d journal of automobile & hellip ; ,",1998.0
1882,ncss social studies standards and the elementary teacher .,"j alleman , j brophy","social studies and the young learner ,",1995.0
1896,novel approach to indoor propagation modelling,"p pechac , m klepal , k novotny","radioengineering-prague - ,",2000.0
1898,influences of individual and situational characteristics on measures of training effectiveness,"je mathieu , si tannenbaum , e salas","the academy of management journal ,",1992.0
1907,databases on the web : technologies for federation architectures and case studies ( tutorial ) .,"acms anthology , p edition",,
1931,the benefits of mentoring,s schulz,"new directions for adult and continuing education ,",1995.0
1937,conf . on computer graphics,acm annual,"acm press ,",
1942,a new view of v ( d ) j recombination,m gellert,"genes to cells ,",1996.0
1963,weapons as aggression-eliciting stimuli,"l berkowitz , a lepage","journal of personality and social psychology ,",
1965,limitations of record based models,w kent,"acm tods ,",
1966,xtract : learning document type descriptors from xml document collections,"m garofalakis , a gionis , r rastogi , s seshadri , k","data mining and knowledge discovery ,",2003.0
1979,model and verification of a data manager based on aries .,acms anthology,,
1987,nonlinear dynamics of bandpass sigmaâ ?? delta modulation,o feelyâ ? ¦,,
2010,a real-time object model rto . k and an experimental investigation of its potentials,"kh kim , h kopetz",,
2016,"a new substitution , gamma 358 ser - > cys , in fibrinogen milano vii causes defective fibrin","c steinmann , m jungo",,
2051,catching sites,"l lindop , m sriskandarajah , m williams , m bracken ,","pc magazine ,",
2082,simplified recursive identifier for arma processes,"m farsi , kz karam , k warwick","electronic letters ,",
2084,model for pion production in proton-nucleus interactions,"nv mokhov , si striganov","aip conference proceedings ,",1998.0
2096,dynamic versus static menus : an exploratory comparison,"j mitchell , b shneiderman","acm sigchi bulletin ,",1989.0
2115,pharmacological treatment for aphasia following stroke ( cochrane review ),"j greener , p enderby , r whurr","cochrane database syst rev ,",2001.0
2122,extensions of a theory of networks for approximation and learning : outliers and negative examples,"t poggio , f girosi","technical report aim1220 , artificial intelligence laboratory ,",
2128,multiway spatial joins,"n mamoulis , d papadias","acm transactions on database systems ,",2001.0
2147,personalism and corporatism in african armies,ce welch,"see kelleher ,",
2171,mediating representations for knowledge acquisition,"jm bradshaw , jh boose","boeing computer services , seattle , washington ,",
2187,data-driven one-to-one web site generation for data-intensive web applications,"s ceri , p fraternali , s paraboschi","proceedings of vldbâ ?? 99 , september 1999 , edinburgh ,",
2206,the price of beanie babies-and other web wonders for k-6 economics,dl yoho,"social studies and the young learner ,",1998.0
2208,odeview : the graphical interface to ode,"r agmwal , nh gehani , j srinivasan","sigmod record ,",
2215,identification for long range predictive control,"ds shook , c mohtadi , sl shah","iee proceedings d ,",1991.0
2224,redefining firm boundaries in the face of the internet : are firms really shrinking ?,a afuah,"academy of management review ,",2003.0
2232,designing for scalability,"s sundblad , p sundblad",microsoft,
2245,"role-based security , object-oriented database & separation of duties","m nyanchama , s osborn","acm sigmod record ,",
2256,phenomenon of cartilage shaping using moderate heating and its applications in otorhinolaryngology,"en sobol , vn bagratashvili , ap sviridov , ai omel '",,
2259,testing syntax and semantic coverage of java language compilers,"as boujarwah , k saleh , j al-dallal","information & software technology ,",1999.0
2266,"system rx : one part relational , one part xml","k beyer , rj cochrane , v josifovski , j kleewein , g","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
2269,context an associative media browser,"g davenport , m murtaugh","proceedings of the third acm international conference on & hellip ; ,",1995.0
2273,in acm sigmod int,qrs estimation,"conf . on management of data , san",
2285,andasa wedelbo-hannson . a piece of butter on the pda display,"l weberg , t brange",proceedings of acm,
2316,networking saves $ $ for new york school district .,k forman,"electronic education ,",1983.0
2354,"on accessing object-oriented databases : expressive power , complexity , and restrictions","r hull , j su","proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
2356,introduction to the statistical analysis of categorical data,eb andersen,,2001.0
2384,a timing-based schema for stabilizing information exchange in networks,"a arora , d poduska","proc . int . conf . on computer networks ,",
2396,it acceptance : managing user-it group boundaries,"d gefen , cm ridings","data base for advances in information systems ,",2003.0
2399,"intelligent systems volume-1 : knowledge representation , social and psychological impact of",pam gelepithis,,2001.0
2416,speed system memory by interleaving dram accesses .,n mekhiel,"electronic design ,",1989.0
2423,relative information : theories and applications,g jumarie,,1990.0
2429,slavery and economic response among the vai ( liberia and sierra leone ),se holsoe,"see ref ,",
2436,a language facility for designing database-intensive facilities,"j mylopoulos , pa bernstein , hkt wong","acm transactions on database systems ,",
2440,modeling and simulating semiconductor devices using vhdl-ams,h carter,"proc . ieee/acm bmas ,",
2446,increasing minority students ' success in calculus,"mv bonsangue , de drew","new directions for teaching and learning ,",1994.0
2451,"re-evaluation of the cancridae latreille , 1802 ( decapoda : brachyura ) including three new genera and","ce schweitzer , rm feldmann","contributions to zoology ,",2000.0
2452,regional event identification research in eastern asia,sr taylor,,
2461,far-field optical microscopy of single metal nanoparticles .,"ma van dijk , m lippitz , m orrit","acc . chem . res ,",2005.0
2484,granularity issues in a knowledge-based programming environment,"ph feiler , ge kaiser","information and software technology ,",1987.0
2489,eradication therapy for peptic ulcer disease in helicobacter pylori positive patients,"a ford , b delaney , d forman , p moayyedi","cochrane database syst rev ,",2004.0
2496,cd-rom . 2000 ed,e encyclopedia,"california : microsoft ,",
2504,the influence of cognitive load on self-presentation : can cognitive busyness help as well as harm,"ba pontari , br schlenker","journal of personality and social psychology ,",2000.0
2513,rantes antagonist ( met-rantes ) controls acute t. cruzi-elicited myocarditis,"a marino , mm teixeira , lmo pinto , j lannes-vieira",,
2549,sticky prices : ipo pricing on nasdaq and the neuer markt,"w aussenegg , p pichler , a stomper",,
2565,new cyclic difference sets with singer parameters,"jf dillon , h dobbertin",submitted for,
2592,some aspects of array signal processing,"s haykin , jp reilly , v kezys , e vertatschitsch","iee proceedings ,",1992.0
2596,macrocultures : determinants and consequences,"e abrahamson , cj fombrun","the academy of management review ,",1994.0
2601,reinterpreting the category utility function,b mirkin,"machine learning ,",2001.0
2603,computing iceberg queries efficiently,nsh garcia-molina,"tech . report , stanford database group tech . report , november",
2613,"microsatellite variation demonstrates multiple paternity in lekking cichlid fishes from lake malawi ,","ka kellogg , ja markert , jr stauffer , td kocher","proceedings : biological sciences ,",1995.0
2617,information integration : the momis project demonstration,"d beneventano , s bergamaschi , s castano , a corni",,
2623,the light is polar,"b bank , m giusti , j heintz , lm pardo","unpublished manuscript ,",
2642,economic control of quality of manufactured product,wa shewart,"new york ,",
2645,the cg tutorial : the definitive guide to programmable real-time graphics . [ sl ] : addison-wesley pub co,"r fernando , mj kilgard",,
2651,finding pearls in an ocean of data,r scheier,"computerworld ,",
2654,experiments on the deposition of iodine 131 vapor onto surfaces,ac chamberlain,"phil . mag ,",
2657,diluting acid .,"t kempster , c stirling , p thanisch","sigmod record ,",1999.0
2660,uk demersal fisheries and the north sea : problems in renewable resource management,d symes,"geography ,",
2670,mixed voltage interface esd protection circuits for advanced microprocessor in shallow trench,"s voldman , g gerosa",proc . int . electron device,
2676,subnanosecond arithmetic second report,"mj flynn , g de micheli , r dutton , rf pease , b",,
2678,"a. roger kaye , modeling and simulation of self-similar variable bit rate compressed video : a unified","c huang , m devetsikiotis , i lambadaris","proc. , acm siccommâ ?? 95 ,",
2722,regional growth dynamics : a capabilities perspective,mh best,,
2743,energy losses of ionizing particles at relativistic velocities in the photographic plate,"h messel , dm ritson","phil . mag ,",1950.0
2744,formula-preferential systems for paraconsistent non-monotonic reasoning ( an extended abstract ),"a avron , i lev",,
2758,virtual worlds for visualizing information,s feiner,"ieee computer ,",1991.0
2768,rank/select operations on large alphabets : a tool for text indexing,"a golynski , ji munro , ss rao",,
2773,sql/med â ?? a status report,"j melton , je michels , v josifovski , k kulkarni , p","acm sigmod record ,",2002.0
2784,coping with serrano : voluntary contributions to californiaâ ?? s public schools .,"e brunner , j sonstelie","santa barbara : university of california at santa barbara . & hellip ; ,",
2791,interactive support for non-programmers : the relational and network approaches,"ef codd , cj date","proceedings of the 1975 acm sigfidet ( now sigmod ) workshop & hellip ; ,",1975.0
2792,personal history and professional career .,"m bloom , m freedman","new directions for higher education ,",1973.0
2810,cognitive requirements on making and interpreting maps,"t barkowsky , c freksa","lecture notes in computer science ,",1997.0
2812,the feminine technique in is,m johnson,"computerworld ,",
2820,probability estimation of reliability and durability of reinforced concrete structures,a kudzys,,1992.0
2836,bionomics of the diamondback moth in the northwestern himalaya,"op bhalla , jk dubey","see . ref ,",
2837,improving design feedback equaliser performance using neural networks,"k raivio , o simula , j henriksson","electronic letters ,",1991.0
2839,tools for planning better programs .,t sork,"new directions for adult and continuing education ,",1991.0
2843,"the case for a universal , valid , reliable 5-tier triage acuity scale for us emergency departments",pg zimmermann,"journal of emergency nursing ,",2001.0
2856,a practical and modular method to implement extended transaction models,"r barga , c pu","proceedings of the international conference on very large & hellip ; ,",1995.0
2858,coherence semantics for non-commutative linear logic and ambiguity in natural language,vm abrusci,"technical report , universitã di roma tre , 1997 . talk at the",
2880,corporate governance and the hedging premium around the world,"g allayannis , u lel , dp miller",,2003.0
2895,learning probabilistic relational models,l getoorâ ? ¦,"lecture notes in computer science ,",2000.0
2916,automatic generation of physical data base structures,", se smith",,
2922,"ã cents â ? ¬ å?maintaining views incrementally , ã cents â ? ¬ â ? proc","a gupta , is mumick , vs subrahmanian","acm sigmod ,",
2937,"7000 , â ?? optical cross connect systemâ ??",amn hitachi,"mci demonstration report ,",
