id,title,authors,venue,year
201,biological monitoring and assessment : using multimetric indexes effectively,"jr karr , ew chu",,1997.0
203,effects of externally mediated rewards on intrinsic motivation,el deci,"journal of personality and social psychology ,",1971.0
209,implicit stereotyping in person judgment,"mr banaji , c hardin , aj rothman","journal of personality and social psychology ,",1993.0
211,safetynet : a language-based approach to programmable networks,"i wakeman , a jeffrey , t owen , d pepper","computer networks ,",2001.0
212,preface to the proceedings of the workshop on data reverse engineering,"e chikofsky , hd kathi",,2000.0
222,high resolution infrared solar observations by balloon,r zander,"& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,",1976.0
226,branch libraries for multimedia repositories ( poster ),"m kozuch , w wolf , a wolfe , d mckay","proceedings of the second acm international conference on & hellip ; ,",1997.0
232,immunocytochemical localization ofras p21 product in thyroid follicular cells of normal rats using,"y mizukami , a nonomura , t hashimoto , e kawahara , s","the histochemical journal ,",1988.0
250,the gene-finder computer tools for analysis of human and model organisms genome sequences,"v solovyev , a salamov","proc . int . conf . intell . syst . mol . biol ,",1997.0
257,correlation-dispersion method of measuring the output of a water-water power reactor,"ln bogachek , ka gazaryan , vv lyenkoâ ? ¦",at .,
321,on the instability of cylindrical fluid surfaces,l rayleigh,"phil . mag ,",
326,grassroots,"k kamiya , m rã ¶ scheisen , t winograd","technical report , stanford university , cf. url http://diglib .",
333,aexible multicast routing protocol for group communication,"s aggarwal , s paul , d massey , d caldararu","computer networks ,",2000.0
338,compensatory conviction in the face of personal uncertainty : going to extremes and being oneself,"i mcgregor , mp zanna , jg holmes , sj spencer","journal of personality and social psychology ,",2001.0
348,distributed data bases : a-sumnary of research,"jp fry , me deppe","computer networks ,",
349,the evolution of polyandry,"ja zeh , dw zeh",,1996.0
350,intra-transaction parallelism in the mapping of an object model to a relational multi-processor,"m rys , mc norrie , hj schek",vldb,
356,advanced diagnostics : a pascal interactive system,"nh white , gm haylett","information and software technology ,",1987.0
375,ande . j. shekita . object and filemanagement in the exodus extensible database system,"mj carey , dj dewitt , je richardson","international conference on very large data bases ,",
394,hardware technology trends and database opportunities,"d patterson , k keeton",,
396,m. arofalakis . sketching streams through the net : distributed approximate query tracking,g cormode,"proceedings of the international conference on very large & hellip ; ,",
399,measurement of low-level strain birefringence in optical elements using a photoelastic modulator,tc oakberg,"proc . spie ,",1996.0
409,guest editor 's introduction,f dehne,"algorithmica ,",1999.0
411,a novel design technique for tuneable notch filters,gw medlin,,
413,dynamical systems iii,vi arnol 'd â ? ¦,,1988.0
426,integrity = validity + completeness,a motro,"acm transactions on database systems ,",1989.0
440,automatic assignment of grammatical relations,"l lesmo , v lombardo",,
445,comparative monte carlo study of biased regression techniques,ie frank,"technical report 105 , department of statistics , stanford",
451,monitoring of leakage in embankment dams through resistivity measurementsâ ?? a 2.5 d modelling study,"p sjã ¶ dahl , t dahlin , b zhou , s johansson","procs . 8th eegs-meeting , aveiro , portugal ,",
453,a financial incentive to encourage employment among repeat users of employment insurance : the,d tattrie,,
478,"groundwater fauna of the south platte river system , colorado","jv ward , nj voelz","see ref ,",
482,object oriented techniques in information engineering,kw short,"conference proceedings on data management 91 table of & hellip ; ,",1992.0
488,neural structures associated with recognition of facial expressions of basic emotions,"r sprengelmeyer , m rausch , ut eysel , h przuntek","proceedings : biological sciences ,",1998.0
493,poesia : an ontological workflow approach for composing web services in agriculture,"r fileto , l liu , c pu , ed assad , cb medeiros","the vldb journal the international journal on very large & hellip ; ,",2003.0
515,the credit hour and faculty instructional workload,t ehrlich,"new directions for higher education ,",2003.0
521,implementation of a mobile mpeg-21 peer,"s lauf , i burnett","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
533,polysaccharides from corallina officinalis,"jr turvey , pr simpson","proc . int . seaweed symp ,",
536,a study of virtual reality-a development of virtual space editor '' vis-edit '' -,"r kijima , m hirose","procs . of the 7th human interface symposium ,",
566,"an algebraic description of programs with assertions , verification and simulation",rm burstall,"proceedings of acm conference on proving assertions about & hellip ; ,",1972.0
589,manolopoulosy ( 1994 ) fast subsequence matching in time-series databases,"c faloutsos , m ranganathan",& hellip ; . acm international conference on management of data ( sigmod,
606,biohydrometallurgy,"pr norris , dp kelly","proc int symp warwick ,",
611,lightweight uses of logic in conceptual modelling,"d robertson , j augustä ±","acm press , new york ,",
616,certificate programs : alternative ways to career advancement and social mobility,gj lopos,"new directions for adult and continuing education ,",1991.0
627,providing focus for financial management .,aj falender,"new directions for higher education ,",1983.0
628,kanata : adaptation and evolution in data sharing systems,"p andritsos , a fuxman , a kementsietsidis , rj","acm sigmod record ,",2004.0
632,modeling the global short-period wavefield with a monte carlo seismic phonon method,"pm shearer , ps earle",,2004.0
639,a cmos analog parallel array processor chip with programmable dynamics for early vision tasks,"r carmona , f jimã © nez-garrido , r domãnguez - castro",,
662,3d-surface modelling for automotive applications with the use of neural networks,"m gadola , d vetturi , p maffezzoni","proc . 28th isata-international symposium on automotive & hellip ; ,",
671,whither engineering?â ?? thinking for the future,av lewis,"bt technology journal ,",1999.0
676,"usage scenarios of dbms , keynote",r munz,"25th international conference on very large data bases , & hellip ; ,",
684,an integrated system for the evaluation of risk from volcanic gases at vulcano isalnd ( sicily ),"m favalli , f giannini , mt pareschi , m ranci","proceedings of iamg98 , isola dâ ?? ischia , naples , 1998 ,",
702,increasing success in school through priming : aa training manual,"ld wilde , lk koegel , rl koegel",,1992.0
707,usage and attitude survey about credit and t & e cards,ba agency,"athens , greece ,",
709,an ontological analysis of the relationship construct conceptual modeling,"w yair , cs veda , w kon","acm transactions on database systems ,",
735,process excellence and capability determination,c mackie,"bt technology journal ,",1997.0
740,"radioprotection ( colloques ) , this issue","na beresford , sm wright , cl barnett , jl hingston ,",,
757,discrete fairing,l kobbelt,"proceedings of the seventh ima conference on the mathematics & hellip ; ,",1997.0
771,explaining the enigmatic anchoring effect : mechanisms of selective accessibility,"f strack , t mussweiler","journal of personality and social psychology ,",1997.0
803,rooted circuits of closed-set systems and a max-flow min-cut theorem for stem clutters of affine,"m hachimori , m nakamura",submitted for,
806,fast subsequence matching in time-series,"c faloutsos , m fanganathan , y monolopoulos","proceedings 1994 acm sigmod conference ,",
808,"fast , long-lived renaming","m moir , jh anderson","lecture notes in computer science ,",1994.0
817,an extendible hashing structure for image similarity searches,s lin,,
829,viper : augmenting automatic information extraction with visual perceptions,"k simon , g lausen","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
831,"l , j. gerlach , and t. kropf . an efficient algorithm for real-time model checking",j fro,proc . edaa/acm/ieee,
839,sources of solutes in precipitation and surface runoff of mixed-conifer and alpine catchments in the,mr williams,,1997.0
849,before they called it psychopharmacology,he lehmann,"neuropsychopharmacology-san diego - ,",1993.0
855,some in-situ measurements of the radiated emission in a door network,"jp rouzaud , f issa","& hellip ; symposium on powerline communications , athens , greece ,",
857,what should be optimized in a decision tree,"n berkman , t sandholm","technical report , university of massachusetts at amherst ,",
861,dynamic pricing by software agents,"jo kephart , je hanson , ar greenwald","computer networks ,",2000.0
885,two-dimensional transesophageal echocardiography in early diagnosis and treatment of hemodynamic,"h steltzer , g blazek , a gabriel , k leitner , n","transplant proc ,",1991.0
887,preparation for the role of teacher as part of induction into faculty life and work,s johnston,"new directions for teaching and learning ,",1997.0
893,influence of genetic polymorphism on the cadmium induction of cytochrome p450 2a6,"s satarug , k kiyotani , m fujieda , h yamazaki , p",,
902,differential vector quantization of achromatic imagery,"rl baker , rm gray","proc . int . picture coding symp ,",
907,"campus-based academies , institutes , and seminar or workshop series","ph lewis , lm fino , jy hungar , wh wallace , rf welch","new directions for higher education ,",1994.0
918,carnegie mellon university,r cyert,"new directions for higher education ,",1988.0
921,companies power up networking,g lee,ieee,
922,â ?? equations with two distinct masses,hj bhabha,"phil . mag ,",
926,efficient code distribution in wireless sensor networks,"n reijers , k langendoen","proceedings of the 2nd acm international conference on & hellip ; ,",2003.0
927,efficiently publishing relational data as xml documents,"j shanmungasundaram , e shekita , r barr , m carey , b","& hellip ; . of the int . conf . on very large data bases ( vldb ) , cairo , & hellip ; ,",
936,"adaptive , application-specific garbage collection","s soman , c krintz , d bacon",,
958,on deviations from parabolic growth kinetics in high temperature oxidation,"g borchardt , g strehl",,
971,"nebraska , univehsity oâ ??","ru charles , b varney","geography ,",1959.0
975,the effects of task interruption and information presentation on individual decision making,"c speier , js valacich , i vessey",,
990,mitigation of denial of service attacks,j mã ¶ lsã $,,
994,distribution of electrons in a substance after thermalization,"aa vorob ` ev , ap yalovets",at .,
1004,customer handling intermediate serverâ ?? an architecture-led project,g mathieson,"bt technology journal ,",1997.0
1009,dynamics of red [ a ],"d lin , r morris","proceedings of sigcomm ,",1997.0
1016,"occupational stress in nigeria police force . ondo state university , nigerial",eo akinnawo,"unpublished manuscript ,",
1023,coordinating mechanisms in care provider groups : relational coordination as a mediator and input,jh gittell,"management science ,",2002.0
1026,"the rufus system : information organizationforsemi-structured data , ''","k shoens , a luniewski , p schwarz , j stamos , j","proceedings of the 19th vldb conference , ireland ,",
1033,coalescing in temporal databases,"mh bijhlen , rt snodgrass , md soo",,
1039,"an d kroo , i. ( 1993 ) '' a rolefo rgenetic algorithmsinapreliminary designenvironment , ''",p gage,proceedings fromtheaiaacf d,
1042,tool support for object-oriented patterns,"g florijn , m meijers , p van winsen","lecture notes in computer science ,",1997.0
1047,fast algorithms for mining association rules . 20th int,"r agrawal , r skrikant","conf . on very large databases ( vldb ) . santiago de chile ,",
1048,minimization of non-linear approximation functions,k madsen,,1985.0
1086,the impact of case on is professionals ' work and motivation to use case,"j iivari , j maansaari",,
1087,general motivational effects of dissonance arousal,"ms pallak , ts pittman","journal of personality and social psychology ,",1972.0
1088,bitwidth aware global register allocation,"s tallam , r gupta",,
1091,"computational studies on the cyclizations of enediynes , enyne-allenes , and related polyunsaturated","pr schreiner , a navarro-vazquez , m prall","acc chem res ,",2005.0
1108,investigation of the three-dimensional neutron field in the igr core,"ap vasilâ ?? ev , nv gorin , yz kandievâ ? ¦",at .,
1109,a system for automatic personalized tracking of scientific literature on the web,"kd bollacker , s lawrence , cl giles",,
1118,"measures of three levels of social support : resources , behaviors , and feelings",a vaux,"unpublished manuscript ,",
1121,a new multirate lq optimal regulator for linear time-invariant systems and its stability robustness,kg arvanitis,"applied mathematics and computer science ,",1998.0
1122,recentering learning : an interdisciplinary approach to academic and student affairs,r guarasci,"new directions for higher education ,",2001.0
1150,evaluation of the effectiveness of pingers to reduce incidental entanglement of harbor porpoise in a,"jl laake , pj gearin , me gosho , rl delong","md ,",
1155,formation of radiocative iodine emission at nuclear power plants with rbmk-1000 reactors,"vg kritskii , ni ampelogova , vi krupennikovaâ ? ¦",at .,
1157,marketers report high roi with paid listings,d cotriss,,
1169,meme tags and community mirrors : moving from conferences to collaboration,"r borovoy , f martin , s vemuri , m resnick , c",,
1171,compiled by salley oberlin and joyce cox,c yearbook,,1989.0
1175,parallel c functions for the alewife system . alewife memo 37,bh lim,,1993.0
1176,predicting academic performance of college students in the united states and in estonia,lw anderson,"international journal of educational research ,",2001.0
1179,programming application for microsoft windows,j richer,,1999.0
1207,generation of neo-tendon using synthetic polymers seeded with tenocytes,"y cao , jp vacanti , x ma , kt paige","transplantation proceedings ,",1994.0
1215,gadolinium-enhanced mri in central nervous system behã § et 's disease,"e erdem , r carlier , abc idir , po masnou , a","neuroradiology ,",1993.0
1226,extreme divergence of mitochondrial dna within species of pulmonate land snails,"d thomaz , a guiller , b clarke","proceedings : biological sciences ,",1996.0
1233,scope grope,a laplante,"computerworld ,",
1247,business must fill educational gap,j akers,"computerworld ,",
1252,wright . pg infared photometric measurement of the saturation temperature and supersaturation,q guangfeng,"proc . int . soc . sugar cane technol. , 21st congress . march ,",
1263,refining top-k selection queries based on user feedback,"k chakrabarti , k porkaew , s mehrotra",vldb,2000.0
1271,programmable mobile networks,"at campbell , me kounavis , rrf liao","computer networks ,",1999.0
1273,a protection relay for generator stator windings,"x yin , p crossley",proc . 29th univ. power eng .,
1291,defining data types in a database language,cj date,"acm sigmod record ,",1988.0
1298,â ?? implementation of views and integrity control by query modification,m stonebraker,"proc . 1975 acm-sigmod conference on management of data , san & hellip ; ,",
1304,agricultural geography and the political economy approach : a review,"t marsden , r munton , n ward , s whatmore","economic geography ,",1996.0
1317,mathematics teacher belief system : exploring the social foundation,p gates,"proceedings of the 25 thconference of the international & hellip ; ,",
1322,a web odyssey : from codd to xml,v vianu,,
1324,open channel flow,fm henderson,,
1357,the black-scholes option pricing problem in mathematical finance : generalization and extension to a,"jp bouchaud , d sornette","journal de physique i ,",
1362,an introduction to microsoft hailstorm,buc experiences,,2001.0
1365,"p. keleh er , h. lu , r. rajamony , w. yu , and w. zaenepoel . treadmarks : shared memory computing on","c amza , al cox , s dwarkadas","ieee computer ,",
1384,photothermal in v estigations of solids and fluids,"jr barker , bm toselli","academic , san diego ,",
1395,angiotensin ii as a renal growth factor,g wolf,"contributions to nephrology ,",2001.0
1406,extendible hashing for concurrent operatmns and d ~ strlbuted data,cs elhs,,1982.0
1408,the bess object storage manager : architecture overview,"a biliris , e panagos","sigmod record ,",1996.0
1421,mood effects on person-perception judgments,"jp forgas , gh bower","journal of personality and social psychology ,",1987.0
1428,origin of the incommensurate phase of quartz : ii . interpretation of inelastic neutron scattering,"m vallade , b berge , g dolino","j. phys . i france ,",1992.0
1434,zonisamide add-on for drugresistant partial epilepsy,"dw chadwick , ag marson","cochrane database syst rev ,",2002.0
1435,"13th conf . on plasma surface interactions ( san diego , 1998 ) j. nucl . mater",aw leonardâ ? ¦,,1998.0
1436,the paradox of success : an archival and a laboratory study of strategic persistence following,"pg audia , ea locke , kg smith",,
1439,implementation of an outdoor far-field measurement system at irctr,"p aubry , p hakkaart , jh zijderveld , lp ligthart","proc . 28th european microwave conf ,",
1441,neonatal jaundice and erythrocyte acid phosphatase phenotype,"e bottini , r scacchi , f gloria-bottini , j mortera ,","lancet i ,",
1457,privacy-enhancing k-anonymization of customer data,"s zhong , z yang , rn wright",,
1459,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",
1470,"j. , and muntz , rr 1997 . sting : a statistical information grid approach to spatial data mining",wy wang,proc . int . conf . very large databases,
1471,towards a new multimedia synchronization mechanism and its formal definition,"jp courtiat , rc de oliveira , lfr da costa carmo","proceedings of the second acm international conference on & hellip ; ,",1994.0
1477,teaching with historical novels a four step approach,"j smith , d dobson","social studies and the young learner ,",1993.0
1484,similar and differential behaviour between the nectin-afadin-ponsin and cadherin-catenin systems,"t asakura , h nakanishi , t sakisaka , k takahashi , k","genes to cells ,",1999.0
1501,from chromosomal aberrations to genes : linking the cytogenetic and sequence maps of the human genome,vg cheungâ ? ¦,,
1517,3xnf : redundancy eliminating xml storage in relations,"y chen , sb davidson , y zheng",submitted for,
1530,design and evaluation of incremental data structures and algorithms for dynamic query interfaces,"r beigel , b shneiderman",,
1533,formal description of realtime systems : a review .,"m joseph , a goswami","information and software technology ,",1989.0
1536,recommended setbacks from active normal faults,j mccalpin,"proceedings of the 23rd annual symposium on engineering & hellip ; ,",
1546,antagonistic and agonistic effects of an extracellular fragment of nectin on formation of e-cadherin,"t honda , k shimizu , t kawakatsu , m yasumi , t","genes to cells ,",2003.0
1559,synthetic gene transfer vectors . 1993,jp behr,acc . chem .,
1567,identification and estimation of the triangular simultaneous equations model in the absence of,"r klein , f vella",,2003.0
1568,contract manufacturers aloof toward rivals ?,b levine,"electronic news ,",
1583,high temperature corrosion,"gc wood , fh stott","proc . int . conf . nace-6 ,",
1585,succinct descriptions of regular languages with binaryâ ?? - nfas,l van zijl,,
1598,resources for outreach and recruitment .,ce johns,"new directions for higher education ,",1975.0
1599,performance evaluation of a relational associative processor,"ea ozkarahan , sa schuster , kc sevcik","acm transactions on database systems ,",1977.0
1600,seminar on deaf-blindness for interpreters for the deaf,hc anderson,"a project report on demonstration and training of & hellip ; ,",
1609,geometric control and calibration method of an industrial robot,b schefer,"proceedings of 12th isir ,",
1613,the roles of supervisory support behaviors and environmental policy in employee '' ecoinitiatives '' at,"ca ramus , u steger",,
1615,some studies on fluid structure interaction problems,"rk singh , a kakodkar , t kant",,1988.0
1622,"swoâ ?? malley , and ll peterson , â ?? tcp vegas : new techniques for congestion detection and avoidance ,",ls brakmo,"proceedings of acm sigcommâ ?? 94 ,",
1626,efficient concurrency control for broadcast environments,"j shnmugasundram , a nithrakashyap , r sivasankaran ,","technical report , 1997-062 , department of computer science ,",
1635,complexity of multiway cuts .,"e dahlhaus , ds johnson , ch papadimitriou , pd","conf proc annu acm symp theory comput. , acm , new york , ny ( & hellip ; ,",1992.0
1646,an immittance-type stability test for two-dimensional digital filters,y bistritz,"proc . 28th asilomar conf . signals , systems , computers ,",
1650,device : compiling production rules into event-driven rules using complex events,"n bassiliades , i vlahavas",,
1651,"native trout of western north america . american fisheries society , betheseda",rj behnke,"md ,",
1657,the structure of a cultural crisis : thinking about cloth in france before and after the revolution,wm reddy,"see appadurai ,",
1699,building light-weight wrappers for legacy web data-sources using w4f,"f azavant , a sahuguet","international conference on very large databases ( vldb ) ,",
1707,subunit-dependent assembly of inward-rectifier k ^ + channels,"e glowatzki , g fakler , u brandle , u rexhausen , hp","proceedings : biological sciences ,",1995.0
1714,planning in the urban university .,"rw roskens , h garfinkel","new directions for higher education ,",1977.0
1720,wernicke 's encephalopathy in aids patient treated with zidovudine,"dg davtyan , hv vinters","lancet i ,",1987.0
1729,cost evaluation of directory management schemes for distributed database systems,"y matsushita , h yamazaki , s hikita , i yoshida","proceedings of the 1980 acm sigmod international conference & hellip ; ,",1980.0
1734,the eventivity constraint and modal reference effect in root infinitives,n hymas,,1999.0
1735,using finite state automata for sequence mining,p hingston,,
1740,symbolic pointer analysis revisited,"j zhu , s calman",,
1770,dynamics of child care subsidy under a welfare reform policy,"l gennetian , p morris , w vargas","unpublished manuscript , manpower demonstration research & hellip ; ,",
1774,formal description techniques and automated protocol synthesis,"v carchiolo , a faro , d giordano","information and software technology ,",1992.0
1797,information and communications technologies to facilitate concurrent engineering in construction,"cj anumba , g baron , a duke","bt technology journal ,",1997.0
1809,doing what matters most : investing in quality teaching,l darling-hammond,,1997.0
1810,observational models of graphite pencil and drawing paper for non-photorealistic rendering,"mc sousa , jw buchanan",submitted for,
1831,alternative assessment in a mathematics course,nj simpson,"new directions for teaching and learning ,",2004.0
1843,quilt : a collaborative tool for cooperative writing,"m cohen , r fish , r kraut , m leland","proc . acm sigois conference ,",
1857,transaction support for indexed summary views,"g graefe , m zwilling","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
1865,a place called school : prospects for the future,j goodlad,,1984.0
1878,artemisinin derivatives for treating severe malaria,"hm mcintosh , p olliaro","cochrane database syst rev ,",2000.0
1883,biased procurement,l rezende,to,
1887,toward learning based web query processing,"y diao , h lu , s chen , z tian","vldb ,",2000.0
1888,on the economic conditions of suitability assessments,t kã ¥ berger,"presentation at ,",
1894,the case for reliable concurrent multicasting using shared ack trees,"bn levine , db lavo , jj garcia-luna-aceves",,
1904,recommendations and caveats .,df halpern,"new directions for higher education ,",1987.0
1905,the just-war tradition in the postâ ?? cold war era.â ??,p casuistry,,1994.0
1911,female zebra finches choose extra-pair copulations with genetically attractive males,am houtman,"proceedings : biological sciences ,",1992.0
1922,andr . r. muntz . afaulttolerantdesignofamultimedia server,"s berson , l golubchik","inproceedings of the acm sigmod international conference on & hellip ; ,",
1925,refined fan-in reduction algorithm,"v beiu , ja peperstraete , r lauwereins",submitted for,
1956,needle-sharing patterns as a predictor of hiv seroprevalence among new york city intravenous drug,"k yee , ls brown , bj primmâ ? ¦","montreal , canada , june ,",
1962,"responses of grizzly bears to hydrocarbon exploration on richards island , northwest territories ,","l harding , ja nagy","international conference on bear research and management ,",
1990,orthogonal frequency division multiplexing for wireless network ida,li anibal,"university of california santa barbara ,",
1991,limnology : lake and river ecosystems . 3 rdedition : academic press,rg wetzel,"san diego , california ,",
1995,early life-cycle metrics and software quality models,m shepperd,"information and software technology ,",1990.0
2001,company survey '' successful service management-trends and practices in the after-sales,"g burger , i hartel , m schnetzler , c rã 1/4 f","ethzbwi , zurich , switzerland ,",
2013,"range queries in olap data cubes , in â ?? sigmodâ ?? 97","ct ho , r agrawal , n megiddo , r srikant","& hellip ; acm sigmod international conference on management of data ,",
2030,resilient logical structures for efficient management of replicated data,"d agrawal , a el abbadi",,
2035,case 's next step : process .,g boone,,
2036,studies of voids in neutron-irradiated aluminum single crystals . pt . 1 . small-angle x-ray scattering,"je epperson , rw hendricks , k farrell","phil . mag. ,",1974.0
2041,linkage analysis of fifty-seven microsatellite loci to bipolar disorder,"pv gejman , m martinez , q cao , e friedman","neuropsychopharmacology-san diego - ,",1993.0
2042,andm . mehta . sprint : ascalableparallel classifier fordata mining . in 22 nd,"j shafer , r agrawal","vldb proceedings , bombay , india ,",
2047,a new multicast-based architecture for internet host mobility,"l blazevic , jy le boudec","proc . acm mobicomâ ?? 97 ,",
2072,structured programming '' considered harmful,p abrahams,"acm sigplan notices ,",1975.0
2081,web service composition with o'grape and osiris,"r weber , c schuler , p neukomm , h schuldt , hj schek","proceedings of the international conference on very large & hellip ; ,",2003.0
2090,prevalence of iron deficiency and iron deficiency anemia in county of rodopi,"e karanikolaou , g lepidas , b tsifouti , n","30th greek pediatric congress , athens , greece , may 22ã ? / 24 . & hellip ; ,",
2093,visualization in scientific computing,bh mccormick,"acm sigbio newsletter ,",1988.0
2104,a systematic framework for prioritizing farmland preservation .,"ea machado , dm stoms , fw davis",,
2105,changes in red cell oxygen release capacity in diabetes mellitus,j ditzel,"fed proc ,",1979.0
2112,tfpl survey of special library statistics,"c creaser , dj spiller",,
2123,cytologic features of neoplastic lesions in endocervical glands,"kp siziopikou , hh wang , g abu-jawdeh",,
2134,monitoring database objects,t risch,"vldb ,",1989.0
2138,toward the future of stakeholder approaches in evaluation,ch weiss,"new directions for program evaluation ,",1983.0
2142,â ?? applications integration â ??,mj miller,pc,
2154,recognizing shapes from simple queries about geometry,"y amit , d geman , k wilder","unpublished manuscript ,",
2157,gramatiky a jazyky,"m ceska , z rabova","technical university of brno ,",
2161,lore : a lightweight object repository for semistructured data .,"acms anthology , p edition",,
2175,verification tools-a sleep aid ?,m chang,"electronic business ,",
2176,voipâ ?? the access dimension,dj thorne,"bt technology journal ,",2001.0
2188,an overview of the emerging third-generation sql standard,j melton,"sigmod record ,",1995.0
2203,ontc-arpa technology development group,gk chungâ ? ¦,"experimental demonstration of a reconfigurable wdm/atm/sonet & hellip ; ,",
2212,the garbage collection advantage : improving program locality,x huang,,
2235,editor 's notes,r goldstein,"the american statistician ,",1996.0
2249,a fast algorithm for calculating a tracker in statistical database,"d denning , j schlorer","acm transactions on database systems ,",
2261,the many facets of transformative learning theory and practice,v grabove,"new directions for adult and continuing education ,",1997.0
2274,poetry 1962 : a partial view,sf morse,"wisconsin studies in contemporary literature ,",1963.0
2279,ouvrages de rã © fã © rence sgml,f chahuneau,"proceedings of : deuxiã ¨ me ã © cole d &#39; ã © tã © sgml , talloires ( & hellip ; ,",
2284,introduction to qualitative research methods : a phenomenological approach to the social sciences,"r bogdan , sj taylor",,1975.0
2291,resolving semantic heterogeneity through the explicit representation of data model semantics,"sd urban , j wu","sigmod record ,",1991.0
2293,on the correctness of ibgp configuration,"g wilfong , tg griffin","proc . acm sigcomm ,",
2294,estimate of the risk of environmental contamination during the operation of a nuclear power plant,"ii kryshev , ep ryazantsev",at .,
2296,content-based queries in image databases,"u shaft , r ramakrishnan","computer sciences technical report-university of wisconsin & hellip ; ,",1996.0
2311,automatic normalistation and entity : relationship generation through attributes and roles,"k meyer , j doughty","acm sigmod record ,",1984.0
2313,transport mechanisms in the choroid plexus,m pollay,"fed proc ,",1974.0
2315,twenty-year follow-up on the effect of hla matching on kidney transplant survival and prediction of,"pi terasaki , y cho , s takemoto , m cecka , d","transplantation proceedings ,",1996.0
2317,"technology transfer in liberalized indian economy : a critical analysis . civilization , modern",pk de,"international conference on management of technology , iamot . & hellip ; ,",
2319,bounded aggregation : offering a precision-performance tradeoff in replicated systems,"c olston , j widom","proceedings of the 26th international conference on very & hellip ; ,",
2340,local model checking for real-time systems,"ov sokolsky , sa smolka","lecture notes in computer science ,",1995.0
2363,quench bomb investigation of a 2 o 3 formation from solid rocket propellants ( part 2 ) : analysis of,m salita,"proceedings of the 25 th jannaf combustion meeting ,",
2377,mechanistic aspects of-bond-cleavage reactions of aromatic radical cations,"e baciocchi , m bietti , o lanzalunga","acc . chem . res ,",2000.0
2401,ties that bind,jm wexler,"computerworld ,",
2411,two-dimensional electrophoresis of proteins discriminates aphid clones of sitobion avenae differing,"d papura , e jacquot , ca dedryver , s luche , g","archives of virology ,",2002.0
2420,assessing emergency medicine resident communication skills using videotaped patient encounters : gaps,"s rosenzweig , tp brigham , rd snyder , g xu , aj","journal of emergency medicine ,",1999.0
