id,title,authors,venue,year
645,measurements of electron cyclotron emission from non-maxwellian electron distributions in tcv,"p blanchard , h weisen , s alberti , s coda , p gomez ,",,
654,"a survey of protein variation in populations of the pacific oyster , crassostrea gigas , 92 pp . m. sci",ne buroker,"thesis , university of washington , seattle , washington 1975",
658,on the apparent visual forms of relativistically moving objects,"pm mathews , m lakshmanan","i nuovo cimento ,",1972.0
672,odeview : the graphical interface to ode,"r agrawal , n gehani , j srinivasan",proceedings of the acm sigmod international conference on,
677,efficient ebv superinfection of group i burkitt 's lymphoma cells distinguishes requirements for,"tj evans , mg jacquemin , pj farrell","virology-new york - ,",1995.0
687,self-monitoring during collegiate studying : an invaluable tool for academic self-regulation,"bj zimmerman , as paulsen","new directions for teaching and learning ,",1995.0
699,swarms : a geographic information system for desert locust forecasting,k cressman,"see ref ,",
716,integration of asynchronous and self-checking multiple-valued current-mode circuits based on dual -,"t hanyu , m kameyama",,
729,biomass for greenhouse gas emission reduction task 4-6 : techno-economic characterisation of,"nd diamantidis , eg koukios",,1999.0
730,characterization of human ocular mucin secretion mediated by 15 ( s ) - hete,"je jumblatt , lt cunningham , y li , mm jumblatt","cornea-new york - ,",2002.0
731,computing optimal attribute weight settings for nearest neighbor algorithms,"cx ling , h wang","artificial intelligence review ,",1997.0
734,the limits of economy of material in frame structures,agm michell,"phil . mag ,",
738,soil microbiology and biochemistry . 2 . ed . califã ³ rnia,"ea paul , fe clark","san diego : academicpress ,",
745,"in situ respiration of benthic communities in castle harbor , bermuda","kl smith , ka burns , jm teal","marine biology ,",1972.0
752,administrative arm-twisting in the shadow of congressional delegations of authority,l noah,"wisconsin law review ,",1997.0
762,emi prediction in system level simulation,"rf milson , pa jamieson , kj scott","11th int zurich emc symposium , zurich , switzerland ,",
775,"the state 's new role in facilities planning : maintain , alter , replace , and reallocate .",ws fuller,"new directions for higher education ,",1980.0
800,using signal proceesing to analyze wireless data traffic,"c partridge , d cousins , a jackson , r krishnan , t",proceedings of acm workshop on wireless,
810,"computational methods in number theory , mathematical centre tracts 154/155 , mathematisch centrum ,","hw lenstra jr , r tijdeman",,
816,hilbert r-tree : an improved r-tree using hactals,"i kamel , c faloutsos","proceedings of the 20th vldb conference ,",
827,utility-based termination of anytime agents,"t sandholm , v lesser","cs technical report 9454 , univ. of massachusetts ,",
830,a new method to segment playfield and its applications in match analysis in sports video,"s jiang , q ye , w gao , t huang","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
840,"d vanwilligen , aws helwig , vincent . loran-c & galileo , an european navigation solution",o gwa,"proc of the 29th annual technical symposium of the & hellip ; ,",
854,low thrust ion propulsion : development activity at profiel tecnologie,"gf cirri , g matticari , g noci , g perrotta , mf ross","proceedings of the 23rd international electric propulsion & hellip ; ,",
856,touring into the picture using hand shape recognition ( poster session ),"em ji , hs yoon , yj bae","proceedings of the eighth acm international conference on & hellip ; ,",2000.0
859,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",,
864,im . ode strikes the right cord,h curtis,"electronic news ,",
867,using cooperative learning with students who have attention deficit hyperactivity disorder . pull-out,"he taylor , s larson","social studies and the young learner ,",1998.0
868,set-oriented mining of association rules . research report rj 9567,"m houtsma , a swami",,1993.0
889,surveillance of the flow of salmonella and campylobacter in a community,nv harris,"seattle , washington , us : communicable disease control & hellip ; ,",
890,data compression for bitmap indexes,y chen,,
923,quantum complexity of numerical problems,s heinrich,submitted for,
939,indexing and retrieval of video based on spatial relation sequences,"s daä?taå ? , a ghafoor","proceedings of the seventh acm international conference on & hellip ; ,",1999.0
940,business-to-business interactions : issues and enabling technologies ; vldb volume 12 number 1 ; 2003 ;,"b medjahed , b benatallah , a bouguettaya , ahh ngu ,",,
960,application of hla based solutions for modeling and control of chemical plants,"a bouguezouli , s strassburger","& hellip ; . 12 . symp . simulationstechnik asim98 , zurich , switzerland ,",
969,some observations on saint-venant 's principle .,ba boley,,1957.0
978,equi-depth histogramsforestimatingselectivityfactorsfor multidimensional queries,"m muralikrishna , dj dewitt",proc . acm,
1001,k : a high-level knowledge base programming language for advanced database applications,ym shyy,,
1012,the potential for open source software in telecommunications operational support systems,"gl bruce , jp wittgreffe , jmm potter , p robson","bt technology journal ,",2005.0
1015,eqmvalence properties of semantic data models for database systems,sa borkin,"tr-206 , laboratory of computer science , mit , cambridge , mass ,",
1019,the state of coral reef ecosystems of the united states and pacific freely associated states : 2002 .,"dd turgeon , rg asch , bd causey , re dodge , w jaap ,",,
1040,conversational video over ip,a auchterlonie,"bt technology journal ,",2004.0
1045,active storage for large-scale data mining and multimedia applications,"e riedel , g gibson , c faloutsos",,
1050,panga ( 1998 ) exploratory mining and pruning optimizations of constrained association rules,"r ng , lvs lakshmanan , j han",proc . acm sigmod international conference on management of,
1051,making explicit the development toward the scholarship of teaching,"cb weston , l mcalpine","new directions for teaching and learning ,",2001.0
1055,report on the 5th international workshop on knowledge representation meets databases ( krdbâ ?? 98 ),a borgida,"sigmod record ,",1998.0
1062,real-time numerical peak detector .,"f blais , m rioux","signal proc. ,",1986.0
1073,double sylvester sums for subresultants and multi-schur functions,"a lascoux , p pragacz",,
1075,"micelles , membranes , microemulsions , and monolayers",wm gelbart,,1995.0
1084,first lakhtin memorial lecture : international federation for heat treatment and surface engineering,t bell,"zurich , switzerland",
1098,formal methods are a surrogate for a more serious software concern,r glass,"ieee computer ,",
1106,a comparison of approaches to the evolution of homogeneous multi-robot teams,m quinn,,
1146,the yin and yang of progress in social psychology : seven koan,wj mcguire,"journal of personality and social psychology ,",1973.0
1148,electricity restructuring : deregulation or reregulation ?,"s borenstein , j bushnell",,
1158,"writing secure code , 2nd ed. , ser . best practices","m howard , d leblanc",,2003.0
1180,the stress-producing working conditions of part-time faculty,jm gappa,"new directions for teaching and learning ,",1987.0
1183,oz + : an object-oriented database system,"sp weiser , fh lochovsky","acm press frontier series ,",1989.0
1188,training in east germany : an evaluation of the effects on employment and earnings,"b fitzenberger , h prey","unpublished manuscript ,",
1190,particle image velocimetry measurement of in-cylinder flow in internal combustion enginesâ ??,"y li , h zhao , z peng , n ladommatos","proceedings of the i mech e part d journal of automobile & hellip ; ,",2002.0
1193,measurement of the fission cross section ratios 223 th/235 u and 234 u/235 u in the neutron energy,"bi fursov , ey baranov , mp klemyshev , bf samylin ,",at .,
1194,a survey of ems users at darcom .,"rr panko , ru panko","computer networks ,",
1203,umtsâ ?? the mobile part of broadband communications for the next century,"aj clapton , nc lobley , s dutnall , mi dando , p","bt technology journal ,",1998.0
1228,pricing patterns in the online cd market : an empirical study,ff tang,"electronic markets ,",2001.0
1240,algorithm 432 : solution of the matrix equation ax + xb = c,"rh bartels , gw stewart","comm . acm ,",
1241,and j. yu . client-server paradise,"dj dewitt , n kabra , j luo , jm pate","proceedings ofthe twentieth international conference on vey & hellip ; ,",
1256,the implication problem for inclusion dependencies : a graph approach,"r missaoui , r godin","acm sigmod record ,",1990.0
1266,"cleâ $ ment , n. , and coujou , a. , 1999","m jouiad , f pettinari",phil .,
1274,microsoft sql server 7.0 performance tuning guide,h lau,,
1278,material flows analysis for france,g chabannes,,1998.0
1280,overcoming the challenges in deploying user provisioning/identity access management backbone,"m becker , m drew","bt technology journal ,",2005.0
1307,locking primitives in a database system,hf korth,"journal of the acm ( jacm ) ,",1983.0
1308,analyzing the max 2-sat and max di-cut approximation algorithms of feige and goemans,u zwick,"submitted for publication ,",2000.0
1311,processing time-constrained aggregate queries in case-db,"wc hou , g ozsoyoglu","acm transactions on database systems ,",1993.0
1312,trainees ` attributes and attitudes : neglected influences on training effectiveness,ra noe,"the academy of management review ,",1986.0
1319,foreword,fmh schek,"the vldb journal the international journal on very large & hellip ; ,",1992.0
1326,"inear operators , part ii , interscience","n dunford , j schwartz","new york ,",
1339,sequencing problems with series-parallel precedence constraints,el lawler,"unpublished manuscript ,",
1341,automatic presentations of structures,"b khoussainov , a nerode","lecture notes in computer science ,",1995.0
1345,"47 , ( cd-rom c2000 by intellectual reserve , inc. ) , ''","us census , h county , d kentucky",,1880.0
1363,power in your pocket,a hickman,"pc magazine online ,",
1367,"mulvey , and perkins",d danielâ ? ¦,"phil . mag ,",
1371,ring satellite interaction in planetary rings ( abstract only ),"j hanninen , h salo , j lukkari","proceedings of the 25 th annual conference of the finnish & hellip ; ,",1991.0
1382,a. past tense forms of the verb be in the dialect of cambridgeshire,al ojanen,unpublished,
1390,drs : a workstation-based document recognition system for text entry,"t amano , a yamashita , n itoh , y kobayashi , s katoh",,
1391,"large-scale data bases : who produces them , how to obtain them , what they contain","de myers , rc rockwell","new directions for program evaluation ,",1984.0
1392,the impact of developer responsiveness on perceptions of usefulness and ease of use : an extension of,"d gefen , m keil","acm sigmis database ,",1998.0
1396,"creativity , divergent thinking , and openness to experience",rr mccrae,"journal of personality and social psychology ,",
1407,learning localized heuristics in batch scheduling,r matthew,"lispe technical report , department of chemical engineering ,",
1411,a. swami ( 1993 ) . '' mining associations between sets of items in massive databases,"r agrawal , t imielinski","& hellip ; international conference on management of data , washington ,",
1442,"goldman-segal , â ?? capturingstoriesinorganizationalmemorysystems : theroleof multimedia , â ??",vs raoandr,"proc . 28th annual hawaii int . conf . on systems science ,",
1444,encapsulation-an issue for legacy systems,"b cordingley , h dai","bt technology journal ,",1993.0
1446,on rotation of the plane of polarization by reflection from the pole of a magnet,j kerr,"phil . mag ,",
1451,portal page bonanza,zd publishing,"pc magazine ,",
1466,developing a wnss based on j2ee architecture,"yj li , w shang , yq feng","proceedings of 2002 international conference on management & hellip ; ,",
1474,structural studies on cytoskeletal proteins,cmbl.org.pl,,
1483,the virtual squadrons of fightertown,d kinney,"acm press siggraph series ,",1998.0
1496,efficient backprop,"y lecun , l bottou , gb orr , kr mueller","lecture notes in computer science ,",1998.0
1499,breaking up the internet logjam,j dvorak,"pc magazine ,",
1504,beryllium doping of inp grown by gas-source molecular beam epitaxy ( abstract only ),"t hakkarainen , k rakennus , k tappura , m hovinen , m","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
1507,identification of the immunodominant hla-a * 02.01 restricted ctl responses in hiv infection : strong,"c brander , ke hartman , ak trocha , nd jones , s he ,",,1996.0
1510,cyclosporin as an oral corticosteroid sparing agent in stable asthma,"dj evans , p cullinan , dm geddes","cochrane database syst . rev ,",2001.0
1511,toward a descriptive stakeholder theory : an organizational life cycle approach,"im jawahar , gl mclaughlin","academy of management review ,",2001.0
1514,when financial incentives encourage work : complete eighteen-month findings from the self-sufficiency,"w lin , pk robins , d card , k harknett , s lui-gurr","september . ottawa : social research and demonstration & hellip ; ,",
1520,the importance of credit information and credit scoring for small business lending decisions,a jennings,"proceedings from the global conference on credit scoring ,",2001.0
1543,patterns of solar proton events over four solar cycles,"ma shea , df smart","proc . 26th int . cosmic ray conf ,",1999.0
1545,"environmental concentrations of some of the major inorganic pollutants at the barc site , trombay ,","pk zutshi , r sequeira , tn mahadevan , t banerjee",,1969.0
1552,leukotrienes : their formation and role as inflammatory mediators,aw ford-hutchinson,"fed proc ,",1985.0
1558,space-filling curves,h sagan,,1994.0
1560,maximal objects and the semantics of universal relation databases,"d maier , jd ullman","acm transactions on database systems ,",1983.0
1574,epidemic carbon monoxide poisoning following a winter storm,"pm houck , nb hampson","journal of emergency medicine ,",1997.0
1590,detection of chlamydia by dna hybridization with a native chlamydial plasmid probe,"s kahane , i sarov","submitted for publication ,",
1593,disk shadowing,j gray,,
1594,the growth habits and surface structure of ice crystals,"bj mason , gw bryant , ap van den heuvel","phil . mag ,",
1614,margaret robertson and andrew fluck,"p geographer , t geography","geography ,",2005.0
1637,the emerging step standard for production-model data exchange,g trapp,"ieee computer ,",
1640,on matrices with connections,w bibel,"journal of the acm ( jacm ) ,",1981.0
1648,dg holloway,jw johnson,"phil . mag ,",
1670,elevated interferon-gamma mrna levels and inflammatory bowel disease in the ceca of helicobacter,"rs livingston , lk riley , cl besch-williford , rr",,
1672,inductive logic programming and learnability,"ju kietz , s då 3/4 eroski","acm sigart bulletin ,",1994.0
1673,the free-piston gas generator : a thermodynamic-dynamic analysis,"ak oppenheim , al london",,1950.0
1682,g 1962 integration of the primitive and balance equations,j charney,proc .,
1687,the mice project : multimedia integrated conferencing for europe ( mice ),cd schulz,"proceedings of the second acm international conference on & hellip ; ,",1994.0
1689,studies of the three-dimensional structure of the planetary boundary layer,h lettau,"university of wisconsin ,",
1690,retrieval of horizontal wind field in stratiform precipitation by conical scannings from two doppler,g scialom,"conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0
1706,enhancing the connection between literature and the social studies using the questionanswer,d ouzts,"social studies & the young learner ,",1998.0
1728,relationships between human industrial activity and grizzly bears,bn mclellan,"international conference on bear research and management ,",
1730,freedom transformed : toward a developmental model for the construction of collaborative learning,sj hamilton,"new directions for teaching and learning ,",1994.0
1739,nd-sql : a multi-dimensional language for interoperability and olap . 134-145,"f gingras , lvs lakshmanan",electronic,
1750,relational data sharing in peer-based data management systems,b ooi,"sigmod record ,",2003.0
1755,synchronization in a decentralized computer system,"r reed , d naming","ph. d. dissertation , mit laboratory for computer science ,",
1758,two-layer model explaining the properties of srtio 3 boundary layer capacitors,r wernicke,see,
1775,epirus revisited : seasonality and inter-site variation in the upper palaeolithic of north-west,"g bailey , pl carter , cs gamble , hp higgs","see ref ,",
1779,users vent frustration over oracle crm/erp upgrades,ml songini,"computerworld ,",
1780,exact strangeness conservation and particle production ( abstract only ),"j cleymans , k redlich , e suhonen","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
1784,estuarine pollution : a case study of the humber .,r arnett,"geography ,",1991.0
1794,schneider : multi-step processing of spatial joins,"t brinkhoff , hp kriegel","proc . acm-sigmod intl. conf . on management of data , & hellip ; ,",
1800,de ( 1994 ) from nested-loop to join queries in oodb,"hj steenhagen , pmg apers , hm blanken , ra by","proc . of the conf . on very large data bases ( vldb ) , & hellip ; ,",
1806,peer-to-peer : harnessing the power of disruptive technology,"r dingledine , m freedman , d molnar",,2001.0
1829,the parameterized complexity of database queries,m grohe,,
1833,a characterization of prolog execution,ma friedman,,1992.0
1844,"the gemâ ?? stone data management system , object-oriented concepts , databases , and applications","mj carey , dj dewitt , jf richardson , ej shekita",,1989.0
1850,surgical treatment for meniscal injuries of the knee in adults,"jr howell , hh handoll","cochrane database syst rev ,",2000.0
1855,aflp molecular markers as a tool for genetic variability studies of rye inbred lines,"pt bednarek , k chwedorzewska , j kroliczak , j","biuletyn-instytutu hodowli i aklimatyzacji roslin ,",1999.0
1859,iterative residual rescaling : an analysis and generalization,"r ando , l lee","proceedings of acm sigir ,",
1863,"andrew john herbertson , 1865â ?? 1915 . an appreciation of his life and work",ew gilbert,"geography ,",
1864,specifying and generating program editors with novel visual editing mechanisms,"m read , c marlin",procs of the 10th conference on software engineering and,
1867,a generic approach to supporting diagram differencing and merging for collaborative design,"a mehra , j grundy , j hosking","proceedings of the 20th ieee/acm international conference on & hellip ; ,",2005.0
1892,spectral theory of non-selfadjoint operators,bs pavlov,"proc . int . congr . math. , warszawa ,",
1903,discovery of multiple-level association rules from large databases in proc . 1995 int,"j han , y fu","conf . very large data bases , zurich , switzerland , sept ,",
1909,update synchronization in distributed databases,"wk cheng , gg belford","vldb ,",
1910,"network security essentials , ( 2000 ) prentice hall",w stallings,,
1912,"determinants of consensus estimates : attribution , salience , and representativeness","m zuckerman , rw mann , fj bernieri","journal of personality and social psychology ,",
1916,aries : a transaction recovery method supporting fine-granularity locking and partial rollbacks using,"c mohan , d haderle , b lindsay , h pirahesh , p",acm trans . database,
1918,distinguishing the effects of functional and dysfunctional conflict on strategic decision making :,ac amason,"the academy of management journal ,",1996.0
1927,type i procollagen c-proteinase from mouse fibroblasts,e kessler,,
1967,statistical modeling of large-scale simulation data,"t eliassi-rad , t critchlow , g abdulla",proceedings of acm sigkdd,2002.0
1974,"technology , evaluation , and the visibility of teaching and learning",rj bass,"new directions for teaching and learning ,",2000.0
1978,automatic data base schema design,"mf mitoma , kb irani","proc . 1st int . conf . very large data bases ( acm ) ,",
1996,relational database operators,"r fagin , n forms","proc . acm sigmod conf . management of data ,",
2033,accelerating em for large datasets,"b thiesson , c meek , d heckerman","machine learning ,",
2039,characterizing task-oriented dialog using a simulated asr channel,"jd williams , s young","submitted for publication ,",2004.0
2056,component technology,k kroeker,"ieee computer ,",
2073,ql et . al. on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt","sigmod , santa barbara , california ,",
2078,light scattering by small particles,hc van de hulst,,1981.0
2079,experiences with hyperbase : a hypertext database supporting collaborative work,uk wiil,"sigmod record ,",1993.0
2095,how do prudent laypeople define an emergency medical condition ? - implications for managed care,"rw derlet , a ledesma","journal of emergency medicine ,",1999.0
2100,structure and motion for dynamic scenes-the case of points moving in planes,p sturm,"lecture notes in computer science ,",2002.0
2121,sqlj part 1 : sql routines using the java tm programming language,"a eisenberg , j melton","sigmod record ,",1999.0
2124,relative loss bounds for multidimensional regression problems,"j kivinen , mk warmuth","machine learning ,",2001.0
2127,horizontal data partitioning in database systems,"s ceri , m negri , g pelagatti",proc . of the acm sigmod international conference on,
2145,perceptual patterns and the learning environment : confronting white racism .,"saj colin iii , t preciphs","new directions for adult and continuing education ,",1991.0
2151,on the geographic distribution of online game servers and players,"w feng , w feng","proc . acm netgames ,",
2152,controllers : reusable wrappers to adapt software components,"jm troya , a vallecillo","information & software technology ,",2001.0
2159,san francisco works : toward an employer-led approach to welfare reform and workforce development,s bliss,,2000.0
2163,the effect of neutron irradiation on the elastic moduli of graphite single crystals,"c baker , a kelly","phil . mag ,",
2170,guest editorial,"z bankowski , a scott , f snyder","european law journal ,",1998.0
2173,use of nucleic acid probes for diagnosis and epidemiology of phthorimaea operculella granulosis,"jl zeddam , h el-bolbol , n el-gueindy , x lery , g","ivth meeting iobc , zurich , switzerland ,",
2174,multimodal interfaces that process what comes naturally,"s oviatt , p cohen","communications-acm ,",2000.0
2178,algorithmic approaches to training support vector machines : a survey,c colin,"proceedings of esann2000 ( d-facto publications , belgium ) ,",
2181,therapeutic rationale of plants used to treat dental infections,m elvin-lewis,"see etkin ,",
2191,positive provocative discography as a misleading finding in the evaluation of low back pain,"e carragee , c tanner , d vittum , d kim","nass proceedings ,",
2192,the attitudes of final year geography undergraduates to teaching as a career,t unwin,"geography ,",
2211,"nist surface structure databaseâ ?? ver . 3.0 , national institute of standards and technology ,","pr watson , ma van hove , k hermann","md ,",
2221,efficient object sampling via weak references,"o agesen , a garthwaite",,
2229,principle component feature detector for motor cortical control,"j hu , j si , bp olson , j he",,
2238,efficient processing of interactive relational database queries expressed in logic . research paper,dhd warren,conference on very large,
2242,inverter-fed multiphase reluctance machines with reduced armature reaction and improved power,"r mayer , h mosebach , u schrã ¶ der , h weh","proc . int . conf . electrical machines ,",
2253,radar meteorology training at the us national weather service training center,dl covey,"& hellip ; on radar meteorology , zurich , switzerland , amer . meteor . soc ,",
2262,e-mail and www browsers : a forensic computing perspective on the need for improved user education,"v broucek , p turner","& hellip ; association international conference , seattle washington , & hellip ; ,",2002.0
2277,electrical activity of intestinal muscle under in vitro conditions,"cl prosser , a bortoff","see ref ,",
2286,classes of logics representable as kernels of measures,"r mayet , m navara",,
2290,strategic preparedness : a critical requirement to maximize e-commerce investments,ka saban,"electronic markets ,",2001.0
2306,the complexity of reusing and modifying rulebases,aj bonner,,
2310,simulation of the effect of o 2 and h 2 on the concentration of radiolysis products in the vvã?r -440,"bg ershov , av gordeev",at .,
2320,â ?? crystal growth and ferroelectric related properties of ( 1â ?? x ) pb ( a 1/3 nb 2/3 ) o 3â ?? xpbtio 3,"se park , ml mulvihill , pd lopath , m zipparo , tr",see,
2339,13 c cp/mas nmr studies of hemoprotein models with and without an axial hindered base : 13 c,"ip gerothanassis , m momenteau , pj barrie , cg","acc . chem . res ,",1987.0
2347,"third-generation database system manifesto , ''",cad function,"sigmod record ,",
2364,roussoploulos . adaptiveselectivity estimation using query feedback,cm chenandn,"proc . of the acm sigmod conference ,",
2372,"javascript , dpunkt . verlag",s koch,,
2374,"some shortcomings of ocl , the object constraint constraint language of uml","m vaziri , d jackson","technical report , massachusetts institute of technology ,",
2379,verificationof multiple-valuedlogic networks,r drechsler,"proc . 26th int . symp . on multiple-valuedlogic ,",
2382,efficient implementation of large-scale multi-structural databases,"r fagin , p kolaitis , r kumar , j novak , d sivakumar","proceedings of the 31st international conference on very & hellip ; ,",2005.0
2386,relevamiento de niveles de pesticidas agrãcolas en aguas y tejidos de peces en las grandes lagunas,"i final , r quirã ³ s","area ,",2001.0
2392,p. schwar z. aries : a transaction recovery method supporting ne-granularity locking and partial,"c mohan , d haderle , b lindsay , h pirahesh","acm transactions on database systems ,",
2406,taylor 's pig-tale : a historical analysis of frederick w. taylor 's pig-iron experiments,"cd wrege , ag perroni","the academy of management journal ,",1974.0
2417,adaptive scheduling with client resources to improve www server scalability,"d andresen , t yang",,1996.0
2428,on the decidability and complexity of integrating ontologies and rules,r rosati,"journal of web semantics ,",2005.0
2444,interbase : a multidatabase prototype system,"oa bukhres , j chen , ak elmagarmid , x liu , jg",,
2458,concept-based interactive query expansion,"bm fonseca , p golgher , b pã ´ ssas , b ribeiro-neto ,","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
