id,title,manufacturer,price
455,brainfood games cranium collection 2006,encore software,19.99
459,anti-spyware 3.0 win normal 1u new,trend micro,48.91
466,timbuktu remote control softwre 10 licenses for windows,netopia,
469,ae mappoint 2006 cd,microsoft corp,49.95
472,ov data protector open file 5-wk v. 9 ltu incl ltu for 5 win nt/2000/xp workstati,hewlett packard,
475,tinyterm v4.x 5u windows terminal emulation ( tt-5 ),century software,705.21
483,child safe,webroot software,39.95
485,on hand spanish 1-2-3 windows ),on-hand-software,9.99
487,crystal reports 11 reporting essentials trng cbt,business objects,199.99
488,star wars battlefront ( mac ),aspyr media,39.99
490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0
495,serious magic ultra2 master sets library 2 windows ),serious magic,276.5
507,raster design 2006 essentials,autodesk psg,59.95
509,services for netware 5.0,microsoft,149.0
512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99
518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99
523,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95
524,apple final cut express hd 3.5 ( mac ),apple computer,299.0
525,corel painter x win/mac,corel,429.0
531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0
538,apple iwork '06 ( mac dvd ),apple,79.0
545,microsoft flight simulator x deluxe dvd,microsoft,49.95
548,quickbooks pro 2007 small business financial software,intuit,199.95
549,adobe acrobat capture 100 000 page pack,adobe,1514.99
562,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0
568,dv rack 2 win retail ue1u,adobe,908.69
571,microsoft visio standard 2007 version upgrade,microsoft,129.95
575,millionaire sports edition ( jewel case ),disney interactive,9.99
580,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95
590,apple garageband jam pack : world music,apple,99.0
602,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0
616,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95
620,adobe premiere pro cs3,adobe,799.0
621,entertainment partners budgeting ( mac ),entertainment partners,699.0
636,mavis beacon teaches typing deluxe v17,encore software,39.99
642,adobe flash pro cs3 [ mac ],adobe,699.0
649,mcafee total protection 2007 3 users,mcafee,99.99
654,acrobat professional 8 ( windows ),adobe,273.0
655,art ( dvd ) ( pc & mac ),fogware publishing,29.99
656,wanted : a wild western adventure,dreamcatcher interactive,29.99
664,snap ! hair styler studio,topics entertainment,4.99
667,toysight gold for isight : includes 15 games ( mac ),freeverse software,29.99
673,bryce 6,re : launch,109.95
680,datapilot cell phone data transfer suite universal,susteen,79.99
689,family tree maker version 16 collectors edition,encore software,
701,airline tycoon deluxe,topware interactive,19.99
702,intellimover transfer your pc deluxe,nova development,69.99
712,spongebob squarepants typing 2008 win/mac,encore software,19.95
718,land before time : kindergarten,brighter-minds-media-inc .,9.99
719,best of card games ( jewel case ),on-hand-software,9.99
728,firstedge v 2.0 ( mac ),myob us,99.95
741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0
743,acrobat pro 8 mac ed 1u cd,adobe-education-box,159.0
750,microspot interiors ( mac ),microspot ltd.,99.95
755,micromat protogo,micromat,
758,circus ponies-notebook 2.0 mac os,csdc,49.95
761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0
764,agatha christie : and then there were none,dreamcatcher interactive,29.99
765,unreal tournament 2004 dvd-rom ),atari,29.99
767,command and conquer generals deluxe dvd-rom ( mac ),aspyr media,59.99
769,power director 3,avanquest-publishing-usa-inc .,79.95
770,cosmi rom03558 print perfect clip art deluxe,cosmi,
774,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0
775,quake 4 ( mac ),aspyr media,39.99
778,hoyle casino 2007,encore,19.95
784,axis & allies collector 's edition,encore,19.99
787,hoyle 4-pack 2006,encore software,19.95
791,hoyle kids ' games jc,encore,9.99
792,cyberchase adventures : carnival chaos and casablanca quest,brighter-minds-media-inc .,19.99
796,ulead videostudio 11,corel,89.99
800,calendar creator 10,broderbund,29.99
801,ulead systems dvd workshop 2,ulead systems,494.99
803,adobe creative suite cs3 master collection [ mac ],adobe,2499.0
804,digidesign music production toolkit ( pro tools le ),digidesign,495.0
806,chicken hunter : license to grill the great poultry race,encore,9.99
807,media studio for psp standard editon,encore software,29.99
809,hoyle : classic collection 2006,encore,19.99
829,avid liquid vs 7 software,avid technology,888.75
830,acad corel painter x pc/mac,corel,155.22
833,punch ! viacad 2d/3d,punch ! software,99.0
834,vegas 7 + dvd/soundforge8bundl,sony media,722.0
848,safekeeper plus,bling software,
855,micromat podlock ( mac ),micromat,69.0
859,onone software intellihance pro 4.1,onone software,
863,cubase se3 educational edition,steinberg,
880,super granny 3,encore software,19.99
904,vault360 combo,navarre ( software ),29.95
905,efrontier anime studio pro ( win/mac ),efrontier,199.99
911,obscure,dreamcatcher interactive,19.99
912,network now ! pro by encore,encore software,39.99
919,sudoku unlimited + crossword addict 2cd set,global-software-publishing-north-america-inc,19.99
922,sharks 2.0,encore software,19.95
925,instant play guitar deluxe v2 .,topics entertainment,39.48
930,adobe contribute cs3 [ mac ],adobe,149.0
931,dance 6,digital-leisure-inc .,39.95
936,defcon,encore,
939,bias peak pro 5 macintosh ),bias,599.0
947,britannica deluxe,avanquest software,29.95
948,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,encore software,39.99
949,leave the lights on ( mac ),aspyr media,9.99
952,nero 7 ultra edition enhanced,nero inc.,99.99
953,digital vault,stompsoft inc.,29.99
955,turbocad mac 3d for mac,imsi,249.99
957,peachtree by sage premium accounting 2007 accountants ' edition,sage software,499.99
960,make music finale 2008 academic,emedia,350.0
969,talk now ! learn afrikaans beginning level,eurotalk,29.99
981,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99
982,power on now up to date & contact windows,power-on-software,129.99
983,cook 'n low fat,dvo enterprises,19.99
987,casual games pack,egames,19.99
992,final draft 7 professional scriptwriting win/mac,final draft,289.99
997,mac os x server v10 .4.7 unlimited client,apple,999.0
1001,printmaster 17 platinum by encore software,encore software,39.99
1002,genuine fractals genuine fractals print pro 1u,onone software,299.95
1003,logic pro 6,apple,999.99
1005,sibelius 4 educational edition,sibelius-software-ltd .,329.0
1014,elementary advantage 2008,encore,39.99
1025,e-mu em8669 modern symphonic orchestra,e-mu,499.99
1027,q * bert,encore,9.99
1032,finale allegro 2007,finale,199.95
1034,marine aquarium 2.5 virtual undersea paradise win/mac,encore software,19.99
1035,riverdeep spongebob squarepants typing fun,riverdeep,
1042,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,
1045,jackpot tycoon ( jewel case ),encore,9.99
1048,monopoly platinum edition,encore,19.99
1055,high school advantage 2007,encore software,29.95
1056,the print shop 21 standard by broderbund,encore software,
1058,pitstop pro 7.0 upgr 6.x or higher,enfocus software,199.0
1065,ares rising,interplay,69.95
1068,the print shop elements : labels & logos sb cs by the print shop,encore software,
1072,marine aquarium & goldfish screen saver by encore software,encore software,
1078,3d home architect home v. 8 by encore software,encore software,39.99
1085,burning monkey solitaire 4.0,freeverse software,24.95
1090,the sims 2 ( mac ),aspyr media,49.99
1107,pitstop pro 7.0,enfocus software,699.0
1118,adobe creative suite cs3 master collection upsell,adobe,1999.0
1119,apple remote desktop 3 10 managed systems,apple,299.0
1133,apple shake 4.1 visual effects ( mac ),apple computer,499.0
1135,taxcut home & bus + state + sage includes act 8.0 & peachtree 2007,h & r block,
1149,burning monkey mahjongg ( mac ),freeverse software,24.99
1150,40 years of the x-men,git corp,49.99
1155,istopmotion,navarre,39.95
1165,chronos stickybrain 3.0 ( mac ),chronos l.c.,34.99
1175,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0
1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99
1180,bias peak le 5,bias,129.0
1181,the logo creator ( mac ),laughing bird,39.99
1190,punch ! professional home design,punch ! software,89.99
1191,sims 2 glamour life stuff pack,aspyr media,24.99
1196,individual small business advantage deluxe 2006,individual,49.99
1199,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0
1209,flash action phonics made easy,school zone,14.99
1210,kaplan sat/act/psat gold 2007 win/mac,topics entertainment,29.99
1212,math success deluxe 2008,topics entertainment,49.99
1215,microsoft digital image suite 2006 plus pinnacle studio 10.0,microsoft,99.95
1217,stubbs the zombie in rebel without a pulse ( dvd ) ( mac ),aspyr media,9.99
1224,giggles computer funtime for baby shapes ( win/mac ),navarre ( software ),24.95
1228,learn to play chess with fritz and chesster ( mac ),viva media,29.99
1242,peachtree by sage premium accounting 2007,sage software,499.99
1259,print shop 22 pro publisher deluxe,encore,99.99
1261,intervideo dvd copy 5 express,corel,29.99
1263,photoedit 2 ( mac ),macware,29.99
1271,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,aladdin systems,49.99
1277,palo alto marketing plan pro 9.0,palo-alto-software,179.0
1284,punch ! master landscape & home design,punch ! software,99.99
1285,black & white platinum pack ( mac ),feral interactive,29.99
1293,systemsuite 8 professional,individual software,49.99
1296,starry night astronomy screensaver win/mac,imaginova,19.99
1298,ultra sudoku/ultra kakuro,abacus,29.95
1310,ca antivirus 2007,computer associates,39.95
1314,return to castle wolfenstein ( mac ),aspyr media,29.99
1323,simple slide show,topics entertainment,19.99
1329,instant immersion translator deluxe 2.0,topics entertainment,49.99
1336,delorme topo usa mapping software 6.0 east region,delorme,49.95
1339,northstar for pc/mac,true-north-technology-inc .,99.99
1346,visual thesaurus the thinkmap inc.,csdc,39.95
1349,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0
1351,learn to play keyboard ( jewel case ),alfred publishing,9.99
1362,photo explosion 3.0,nova development,29.99
