id,title,manufacturer,price
173,netmanage rumba web to host as400 ed v4 .2 910620-000 ),netmanage,
189,upgrade delphi 2006 pro named fr delphi v3-2005 pro cd,borland international,
198,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99
202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,
205,nortel contivity stateful firewall license standard 1 switch,nortel,
208,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,
209,ibm rational clearcase lt v. 6.0.0 media vol passport passport adva,ibm,
216,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0
221,watchguard license wg vpn upgrade from 4 to 10 ( wg4110 ),watchguard license,2098.55
223,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732.0
224,netmanage rumba web as/400 edition 910584-001 ),netmanage,
232,printshop home & office labels,broderbund,19.95
235,pdf converter professional v4 english,nuance communications inc.,99.99
239,designcad v 17,imsi,29.95
241,left behind : ilumina edition,tyndale house,29.99
243,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46
246,microsoft licenses isa server lic/sa olp c ( e8400294 ),microsoft licenses,3210.4
248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,
252,stompsoft registry repair,stompsoft inc.,29.99
262,hp sp linux we 50 lic/cd 3.0 c t3586a ),hewlett-packard - ( consumables ),
268,world of rainbow fish,global-software-publishing,19.99
279,the printshop 20,broderbund,29.99
293,treasure galaxy 5-user lab pack for mac,learning company,149.95
295,madeline rainy day activities,encore software,19.95
296,mighty math number heroes,edmark,29.95
299,wacky farm,casual arcade,19.95
303,real arcade : adventure inlay,activision,29.95
310,instant architect design suite,imsi design,29.99
311,axis network camera 213 ptz digital video camera 0220-004 ),axis-communication-inc .,
312,norton antivirus 2007,symantec,39.99
318,ultimate puzzle games,valusoft,19.99
321,route 66 mobile 7 usa/cdn for windows mobile 5,csdc,149.0
327,world of wild cats,arc media inc.,19.95
333,adobe after effects 7.0 professional ( mac ),adobe,999.0
340,zoboomafoo animal logic cd/workbook combo,brighter minds media inc.,14.99
346,mcafee internet security suite 2007 3 users,mcafee,89.99
352,pc vegas dvd,sony-pictures-home-entertainment,899.99
353,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95
356,ringtone media studio 2,laplink,19.95
359,adventure workshop 1st-3rd grade 8th edition,encore,19.99
368,jumpstart advanced 3rd grade v2 .0,knowledge adventure,19.99
372,readiris pro 11 corporate edition,iris inc.,399.99
373,magellan mapsend lakes ( usa south ),magellan,114.66
381,restricted area,whiptail,19.99
382,adobe production studio premium,adobe,1699.0
402,blues clues preschool,humongous entertainment,
403,backyard skateboarding,atari,
404,cosmi rom07524 print perfect business cards dvd,cosmi,
411,podmaxx '07,bling,29.99
412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0
416,virtual labs : light,edmark,19.95
420,student home learning system for pc/mac,fogware publishing,139.99
425,hoyle card games 2007,encore software,29.99
427,victorymul submitwolf version 6.0 swolf6r ),victory multimedia,149.99
430,child safe 3-pc,webroot software,39.95
440,researchsoft endnote 9 student edition for students [ old version ],isi researchsoft,109.99
445,instant landscaping 3.0 [ lb ],topics entertainment,19.99
446,topics presents : ancient civilizations ( 4 cd set ),topics entertainment,29.99
447,simple movie maker,topics entertainment,19.99
463,kaplan sat/act/psat platinum 2007 win/mac,topics entertainment,49.99
465,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0
467,sat act and psat 2007 platinum,topics entertainment,58.5
473,pro photo essentials plug in suite & iview mediapro 3,onone software,499.95
478,sonicwall comprehensive gateway security suite 1 year upgrade plan 01-ssc-5845 ),sonic systems inc. .,
480,jumpstart world 1st grade,knowledge adventure,19.99
481,art explosion t-shirt factory deluxe 3.0,nova development,29.99
482,window washer,webroot-software-inc,
486,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me,symantec,
491,hollywood volume 1,yamaha,31.95
505,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95
510,reader rabbit learning system 1st grade,encore software,29.99
515,instant immersion spanish deluxe 2.0,topics entertainment,49.99
519,microsoft student with encarta premium 2008 dvd,microsoft,49.95
521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95
522,microsoft visio standard 2007,microsoft,259.95
532,quickbooks pro 2007 for mac ( mac ),intuit,199.95
541,microsoft onenote 2007,microsoft,99.95
542,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0
546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99
557,adobe creative suite cs3 production premium,adobe,1699.0
563,macromedia director 10 mx 2004,adobe,2171.7
565,adobe creative suite cs3 web premium [ mac ],adobe,1599.0
567,h & r block taxcut 2006 home & business + state,h & r block,79.99
570,professor teaches windows xp,individual software,19.99
573,coreldraw graphics suite x3 upgrade,corel,179.0
578,microsoft office excel 2007,microsoft,229.95
579,h & r block taxcut 2006 premium federal + state + efile,h & r block,59.99
581,hoyle board games,encore,9.99
583,roxio popcorn 2 ( mac ),roxio,49.95
589,quicken 2007 deluxe,intuit,59.95
594,corel wordperfect office x3 professional edition,corel,399.99
596,swat 4 : special weapons and tactics,vivendi universal,19.99
603,apple aperture 1.5,apple,299.0
607,broderbund print shop 21 deluxe,encore software,49.99
609,quicken 2007 for mac,intuit,69.95
613,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99
614,microsoft works suite 2006,microsoft,99.0
615,adobe creative suite cs3 design standard upgrade,adobe,399.0
619,ideasoft photo clip art 10 000,nova development,
622,emedia intermediate guitar method win/mac,emedia,59.99
626,steinberg halion symphonic orchestra virtual instrument ( academic version ),steinberg,374.99
633,sportsman 's double play,masque,
637,mah jong quest,united developers,
639,cosmic blobs : lab rat edition ( win & mac ),solidworks corporation,39.99
647,readiris pro 11 corporate edition ( mac ),iris,499.95
648,internet security barrier x4 antispam edition,intego inc,
650,symantec gateway security 300 series 10 10224341 ),symantec,349.0
651,vuvideo anywhere for your ipod,abacus software,29.95
652,quickverse mac bible study 2007 white box,findex,59.95
653,3d home architect home design deluxe version 9,encore,29.99
658,webexpress,ingram micro,69.99
660,usa/world extreme landscapes bundle,abacus,39.95
662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0
675,art explosion 600 000 images,nova development,79.99
679,x-plane deluxe including 7 double layer dvds ( mac ),navarre ( software ),59.95
684,route 66 route canada ( french ),csdc,
686,lego star wars ( dvd ) ( mac ),aspyr media,29.99
688,phase one capture one le,phase one,
694,eovia carrara 5 pro,eovia,
695,global software smart steps 1st grade windows macintosh ),global software,
697,amazing animals with zoofari games ( win/mac ),global software,
708,alliance future combat,strategy first,19.99
724,simply put software got ta sing windows/macintosh ),simply-put-software,
730,f/a -18 operation iraqi freedom,graphics-simulations-corporation,39.99
736,adobe creative suite cs3 production premium upgrade,adobe,799.0
737,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0
742,star wars empire at war ( intel only macs ),aspyr media,49.99
748,rollercoaster tycoon 3 : soaked,aspyr media,19.99
754,internet cleanup 3.0,aladdin systems,29.99
766,brothers in arms : road to hill 30 ( dvd-rom ),ubi soft,19.99
794,monopoly 3,encore,9.99
795,ca arcserve bkup r11 .5 win client vss software snap-shot - prod only,computer associates,
797,zero-g pro pack for garageband ( appleloops ),zero-g,169.95
805,hoyle texas hold 'em poker ( jewel case ),encore,9.99
820,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,
822,sharks 2.0 ( pc & mac ),e-b-c-marketing,19.99
824,vegas 6 for pc,sony-pictures-home-entertainment,599.99
835,handmark oxford american desk dictionary and thesaurus,handmark inc. .,
843,kensington contour pro 17 notebook carrying case ( 62340 ),kensington,89.99
847,vpn client software 5 users,d-link systems inc. .,
854,bookkeeper 2008,individual software,39.99
856,videostudio 11 plus,corel,
857,cakewalk sonar home studio 6 xl,cakewalk,209.0
858,microsoft onenote 2007 upgrade,microsoft,79.95
864,vocabulary puzzles grade 1,school zone,14.95
867,punch ! ultimate deck and landscape,punch ! software,29.0
868,live bingo,imagination-international-corp,
875,century software tinyterm plus v. 4.0 complete product,century software,
882,marine aquarium + sharks,encore software,9.95
883,adobe creative suite cs3 production premium,adobe,1699.0
891,ilisten ( mac ),macspeech inc.,99.99
893,starship troopers/first to fight bundle,destineer,19.95
899,onone genuine fractals 5 full 1u,onone software,159.95
901,partition commander 10,avanquest,49.95
907,hoyle card games ( jewel case ),encore software,9.99
916,professor fuji 's sudoku ( jewel case ),encore software,9.99
921,the little mermaid/beauty and the beast,yamaha,34.95
923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0
929,your desktop post office for pc,stamps.com,14.99
933,axis & allies ( jewel case ),encore,9.99
945,classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99
954,audition 2 win ed ue 1u,adobe-education-box,149.0
970,computrace lojack for laptops : 3 year subscription,absolute software,99.99
971,instant immersion ingles audio deluxe,topics entertainment,
985,best of slots 2 ( jewel case ),masque publishing,9.99
988,eovia carrara 4 pro win/mac,eovia corporation,599.99
989,i spy fantasy v. 2 with i spy book & mini cd,topics entertainment,29.99
995,apple remote desktop 3 unlim managed systems,apple,499.0
999,spy sweeper w/antivirus family edition,webroot software,49.95
1000,dance praise with dance pad ( win/mac ),digital praise,39.99
1008,norton internet security 2008 10 user,symantec,199.99
1009,test and improve your memory ( dvd box ),tri synergy,29.99
1010,roxio easy media creator 9,roxio,99.95
1011,logic pro 6 upgrade from logic platinum/gold 5 & 6,apple,199.99
1017,language lab german,topics entertainment,39.99
1018,wheel of fortune deluxe,encore,19.99
1020,elementary school advantage 2007,encore software,29.99
1028,makemusic finale 2007 win/mac,emedia,600.0
1029,westward,encore software,19.99
1033,pc professor fuji 's kakuro,encore software,9.99
1036,brain food games : cranium collection 2006,encore,19.95
1051,tlc clue finders math learning system sb by riverdeep,encore software,19.99
1063,lotus dev . ibm informix online personal edition media bb0d4na ),lotus development corp,
1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99
1069,hasbro family game collection 2006,encore software,19.99
1070,wasp barcode fontware w/add-ins,informatics,195.0
1076,the print shop 22 sb cs by the print shop,encore software,
1087,captain america the complete comic collection win/mac,git corp,49.95
1093,final cut express 2.0 upgrade,apple computer,99.99
1097,spy sweeper with antivirus/child safe,webroot software,39.95
1105,punch ! master landscape & home design,punch ! software,59.99
1106,zend studio 5.1 ( win/mac ),zend-technologies-inc .,299.0
1108,3d bridge deluxe ( mac ),freeverse software,24.99
1111,apple final cut studio 2 ( mac ),apple,1299.0
1126,totally spies : total swamp romp ( pc & mac ),brighter-minds-media-inc .,19.99
1129,bias deck le 3.5 macintosh cd,bias,99.0
1138,net ad creator,laughing bird,39.99
1139,cakewalk sonar 6 producer ed,cakewalk,799.0
1153,drive genius by prosoft engineering inc,global-marketing-partners,129.0
1157,internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99
1160,apple mac os x tiger 10.4.6 ( mac dvd ),apple computer,129.0
1172,symc ghost solution suite 2.0 media,symantec,35.57
1173,amazing spider-man complete comic book collection win/mac,git corp,49.99
1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95
1178,band in a box 2007,pg-music-inc .,99.0
1182,onone software pxl smartscale windows and macintosh ),onone software,
1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0
1187,clickart 1.2 million 2006 dvd,encore software,
1189,pc tutor learn windows vista & office 2007,nova development,29.99
1192,mcafee virusscan plus 3 user,mcafee,59.99
1198,quickbooks point-of-sale basic 6.0,intuit,799.95
1205,micromat diskstudio mac ),micromat,99.0
1206,contentbarrier x4 10.4 single user ( mac ),intego,49.99
1207,stuffit deluxe 11,aladdin systems,49.99
1208,tune tools for ipod ( win/mac ),valusoft,19.99
1213,money home & business 2007 win32 eng na mini box us only cd,microsoft,139.43
1227,sony super duper music looper,sony-media-software,19.99
1244,peachtree by sage pro accounting 2007,sage software,169.99
1248,american idol extreme music creator,sony media,49.95
1258,punch ! home design architectura series 18,punch ! software,129.99
1260,hijack2,navarre ( software ),39.95
1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99
1269,punch 5 in 1 home design,punch ! software,39.99
1270,xtreme photostory on cd and dvd 6,magix entertainment,29.99
1274,wingnuts 2 ( mac ),freeverse software,29.99
1280,national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000,abacus,19.99
1288,city of heroes good vs. evil edition,nc soft,29.99
1290,punch ! home design architectural series 4000 v10,punch ! software,199.99
1292,small business server 2003 20u cal addpak user,microsoft,
1303,scrabble complete ( jewel case ),encore,9.99
1311,zonealarm pro firewall,zone labs,39.99
1320,snap ! kakuro,topics entertainment,4.99
1321,instant immersion american sign language win/mac,topics entertainment,9.99
1324,printmaster platinum v 17.0,encore software,39.99
1330,onone essentials for adobe photoshop elements version 2 full,onone software,59.95
1334,adobe creative suite cs3 web standard,adobe,999.0
1343,liquid ledger personal finance,csdc,79.99
1357,photostory on cd & dvd 5,magix entertainment,19.99
